anio_mes,ventas_bruta_er,devoluciones_er,ventas_netas_er,costo_ventas_er,utilidad_bruta_er,inv_inicial_er,compras_er,inv_final_er,margen_bruto_pct_er,bonificaciones_er,ratio_devoluciones
2025-10,419518774.0,10777672.0,408741102.0,349817779.0,58923323.0,2052370228.0,142282509.0,1844834958.0,0.16614511511706506,,0.02569055944085115
2025-11,618437960.0,3570300.0,614867660.0,532078467.0,82789193.0,1844834958.0,272758939.0,1585515430.0,0.13964131988275752,,0.005773093229917516
2025-12,556619987.0,27411700.0,529208287.0,455476589.0,73731698.0,1585515430.0,438876747.0,1568915588.0,0.18170996436029882,,0.04924670446661485
2026-01,767065945.0,5391050.0,761674895.0,655569319.0,106105576.0,1568915588.0,842847810.0,1756194079.0,0.14535468133707852,0.0,0.007028144105654437
2026-02,771488260.0,17107808.0,754380452.0,623005507.0,131374945.0,1756194079.0,781253993.0,1917085246.0,0.19246275115061376,2642681.0,0.022175072372455803
2026-03,914517147.0,45585000.0,868932147.0,709930959.0,159001188.0,1917085246.0,906887896.0,2157663056.0,0.22370951564016983,43620873.0,0.049845976261394254
2026-04,905449465.0,22756200.0,882693265.0,720666216.0,162027049.0,2157663056.0,549374745.0,1986371585.0,0.204079030517733,0.0,0.025132490414581005
2026-05,695708334.0,17270500.0,678437834.0,566118059.0,112319775.0,1986371585.0,351333173.0,1787727227.0,0.18627098263278818,16140528.0,0.024824339677954756
2026-06,867567252.0,9998760.0,857568492.0,708852185.0,148716307.0,1787727227.0,953371717.0,2051394533.0,0.1829426671351583,19147774.0,0.011525054659393713
