fecha_factura,ingreso_al_sistema,doc,documento,proveedor,documento_1,valor_base,valor_iva,valor_total,plazo,fecha_vencimiento,mes,ano,dias_cartera,rte_fuente,rte_ica,descuentos,rte_fuente_1,rte_ica_1,total_abonos,saldo_a_pagar,unnamed_21,unnamed_22,unnamed_23,unnamed_24,total_abonado,n_abonos,ultimo_abono,saldo_pendiente,dias_por_pagar,dias_vencido,tramo_aging
2026-02-04,2026-02-08,R,29571,Infantiles ABBA,0,3771035.0,0.0,3771035.0,30.0,2026-03-06,3.0,2026.0,0.0,SI,NO,,0.0,0.0,3771035.0,0.0,,,,,3771035.0,1.0,2026-03-10,0.0,-137,137,pagada
2026-01-30,2026-02-10,F,PK15420,Praktiplas,0,2329600.0,442624.0,2772224.0,10.0,2026-02-09,2.0,2026.0,0.0,SI,NO,,58240.0,0.0,2713984.0,0.0,,,,,2713984.0,1.0,2026-02-12,58240.0,-162,162,vencida_>90
2026-02-06,2026-02-10,F,FE2661,Grupo Family & Home,0,7240335.0,1375663.0,8615998.0,60.0,2026-04-07,4.0,2026.0,0.0,SI,SI,,181008.375,55750.5795,8379239.0,-0.2545,,,,,8379239.0,1.0,2026-04-08,236759.0,-105,105,vencida_>90
2026-02-06,2026-02-10,F,FE1491,Grupo Family & Home,0,1043696.0,198302.0,1241998.0,60.0,2026-04-07,4.0,2026.0,0.0,SI,SI,,26092.4,8036.4592,1207869.0,-0.1592,,,,,1207869.0,1.0,2026-04-07,34129.0,-105,105,vencida_>90
2026-02-05,2026-02-10,R,3943,Grupo Family & Home,0,3702000.0,0.0,3702000.0,60.0,2026-04-06,4.0,2026.0,0.0,SI,SI,,0.0,0.0,3702000.0,0.0,,,,,3702000.0,1.0,2026-04-10,0.0,-106,106,pagada
2026-02-05,2026-02-10,F,FE2658,Grupo Family & Home,0,3037814.0,577184.0,3614998.0,60.0,2026-04-06,4.0,2026.0,0.0,SI,SI,,75945.35,23391.1678,3515661.0,-0.01780000001,,,,,3515661.0,1.0,2026-04-06,99337.0,-106,106,vencida_>90
2026-02-09,2026-02-10,F,PK15458,Praktiplas,0,7171584.0,1362600.0,8534184.0,10.0,2026-02-19,2.0,2026.0,0.0,SI,NO,,179289.6,0.0,8354894.0,-0.05000000001,,,,,8354894.0,1.0,2026-02-28,179290.0,-152,152,vencida_>90
2026-02-03,2026-02-11,F,BQ1400018784,Roma SA,0,2269250.0,0.0,2269250.0,45.0,2026-03-20,3.0,2026.0,0.0,NO,NO,,0.0,0.0,2269250.0,0.0,,,,,2269250.0,5.0,2026-03-20,0.0,-123,123,pagada
2026-02-03,2026-02-11,R,3940,Grupo Family & Home,0,554400.0,0.0,554400.0,60.0,2026-04-04,4.0,2026.0,0.0,SI,SI,,0.0,0.0,554400.0,0.0,,,,,554400.0,1.0,2026-04-10,0.0,-108,108,pagada
2026-02-04,2026-02-11,F,FV10035873,Bivien,0,10322451.0,1961266.0,12283717.0,45.0,2026-03-21,3.0,2026.0,0.0,NO,NO,,0.0,0.0,12283717.0,0.0,,,,,12283717.0,1.0,2026-03-26,0.0,-122,122,pagada
2026-02-11,2026-02-16,F,FV10036441,Bivien,0,26381960.0,5012572.0,31394532.0,45.0,2026-03-28,3.0,2026.0,0.0,NO,NO,,0.0,0.0,31394532.0,0.0,,,,,31394532.0,1.0,2026-04-01,0.0,-115,115,pagada
2026-02-16,2026-02-17,F,FE1531,Grupo Family & Home,0,1608402.0,305596.0,1913998.0,60.0,2026-04-17,4.0,2026.0,0.0,SI,SI,,40210.05,12384.6954,1861403.0,-0.0454,,,,,1861403.0,1.0,2026-04-07,52595.0,-95,95,vencida_>90
2026-02-14,2026-02-17,F,BF702231,Tecnoquimicas,0,17047448.0,3156658.0,20204106.0,35.0,2026-03-21,3.0,2026.0,0.0,NO,NO,1544244.0,0.0,0.0,18659862.0,0.0,,,,,18659862.0,2.0,2026-03-17,1544244.0,-122,122,vencida_>90
2026-02-14,2026-02-17,F,BF702246,Tecnoquimicas,0,9699235.0,1842854.0,11542089.0,35.0,2026-03-21,3.0,2026.0,0.0,NO,NO,,0.0,0.0,11542089.0,0.0,,,,,11542089.0,1.0,2026-03-17,0.0,-122,122,pagada
2026-02-13,2026-02-18,F,FU800623606,Comercializadora Multidrogas,0,20469032.0,218332.0,20687364.0,45.0,2026-03-30,3.0,2026.0,0.0,NO,NO,5000000.0,0.0,0.0,15687364.0,0.0,,,,,15687364.0,2.0,2026-05-21,5000000.0,-113,113,vencida_>90
2026-02-25,2026-02-28,F,FG9674,Laboratorio San Jorge SAS,0,60356122.0,3358504.0,63714626.0,0.0,2026-02-25,2.0,2026.0,0.0,SI,SI,,1508903.05,0.0,62205723.0,-0.05000000005,,,,,62205723.0,6.0,2026-02-25,1508903.0,-146,146,vencida_>90
2026-02-17,2026-02-20,F,DRY545807,Softys,0,15398750.0,2925763.0,18324513.0,60.0,2026-04-18,4.0,2026.0,0.0,SI,NO,461962.5,0.0,0.0,17862551.0,-0.5,,,,,17862551.0,5.0,2026-04-22,461962.0,-94,94,vencida_>90
2026-02-19,2026-02-20,R,6512,Diseños y Puntadas,0,1470000.0,0.0,1470000.0,30.0,2026-03-21,3.0,2026.0,0.0,SI,NO,,0.0,0.0,1470000.0,0.0,,,,,1470000.0,1.0,2026-03-21,0.0,-122,122,pagada
2026-02-17,2026-02-20,F,FV10036977,Bivien,0,17662575.0,3355889.0,21018464.0,45.0,2026-04-03,4.0,2026.0,0.0,NO,NO,,0.0,0.0,21018464.0,0.0,,,,,21018464.0,1.0,2026-04-06,0.0,-109,109,pagada
2026-02-19,2026-02-23,F,BF708722,Tecnoquimicas,0,3236355.0,614907.0,3851262.0,35.0,2026-03-26,3.0,2026.0,0.0,NO,NO,,0.0,0.0,3851262.0,0.0,,,,,3851262.0,1.0,2026-03-17,0.0,-117,117,pagada
2026-02-21,2026-02-25,R,438,Grupo Family & Home,0,1530000.0,0.0,1530000.0,60.0,2026-04-22,4.0,2026.0,0.0,SI,SI,,0.0,0.0,1530000.0,0.0,,,,,1530000.0,1.0,2026-04-24,0.0,-90,90,pagada
2026-02-21,2026-02-25,F,FE1534,Grupo Family & Home,0,1512590.0,287392.0,1799982.0,60.0,2026-04-22,4.0,2026.0,0.0,SI,SI,,37814.75,11646.943,1750520.0,-0.093,,,,,1750520.0,1.0,2026-04-22,49462.0,-90,90,vencida_61-90
2026-02-21,2026-02-25,R,3948,Grupo Family & Home,0,13665600.0,0.0,13665600.0,60.0,2026-04-22,4.0,2026.0,0.0,SI,SI,,0.0,0.0,13665600.0,0.0,,,,,13665600.0,1.0,2026-05-02,0.0,-90,90,pagada
2026-02-21,2026-02-25,F,FE2693,Grupo Family & Home,0,11356638.0,2157761.0,13514399.0,60.0,2026-04-22,4.0,2026.0,0.0,SI,SI,,283915.95,87446.1126,13143037.0,-0.06260000002,,,,,13143037.0,1.0,2026-04-24,371362.0,-90,90,vencida_61-90
2026-02-23,2026-02-25,F,FE1538,Grupo Family & Home,0,2964687.0,563290.0,3527977.0,60.0,2026-04-24,4.0,2026.0,0.0,SI,SI,,74117.175,22828.0899,3431032.0,-0.2649,,,,,3431032.0,1.0,2026-04-22,96945.0,-88,88,vencida_61-90
2026-02-23,2026-02-25,F,FE2696,Grupo Family & Home,0,15948403.0,3030196.0,18978599.0,60.0,2026-04-24,4.0,2026.0,0.0,SI,SI,,398710.075,122802.7031,18457086.0,-0.07810000001,,,,,18457086.0,1.0,2026-04-29,521513.0,-88,88,vencida_61-90
2026-02-18,2026-02-28,R,29632,Infantiles ABBA,0,4308630.0,0.0,4308630.0,30.0,2026-03-20,3.0,2026.0,0.0,SI,NO,215431.5,0.0,0.0,4093199.0,-0.5,,,,,4093199.0,1.0,2026-03-10,215431.0,-123,123,vencida_>90
2026-02-18,2026-02-28,F,FE8387,Infantiles ABBA,0,4308630.0,818639.0,5127269.0,30.0,2026-03-20,3.0,2026.0,0.0,SI,NO,215431.5,107715.75,0.0,4804122.0,-0.25,,,,,4804122.0,2.0,2026-03-17,323147.0,-123,123,vencida_>90
2026-02-21,2026-02-28,F,FV10037415,Bivien,0,41469120.0,7879132.0,49348252.0,45.0,2026-04-07,4.0,2026.0,0.0,NO,NO,,0.0,0.0,49348252.0,0.0,,,,,49348252.0,3.0,2026-04-13,0.0,-105,105,pagada
2026-02-22,2026-03-02,F,BF715621,Tecnoquimicas,0,29984181.0,5597553.0,35581734.0,35.0,2026-03-29,3.0,2026.0,0.0,NO,NO,,0.0,0.0,35581734.0,0.0,,,,,35581734.0,1.0,2026-03-30,0.0,-114,114,pagada
2026-02-02,2026-03-02,F,IN7966,Inversiones Metropolitana SA,0,993146.0,0.0,993146.0,0.0,2026-02-02,2.0,2026.0,0.0,,,,0.0,0.0,993146.0,0.0,,,,,993146.0,1.0,2026-03-03,0.0,-169,169,pagada
2026-03-02,2026-03-02,F,IN8059,Inversiones Metropolitana SA,0,1141515.0,0.0,1141515.0,0.0,2026-03-02,3.0,2026.0,0.0,,,,0.0,0.0,1141515.0,0.0,,,,,1141515.0,1.0,2026-03-24,0.0,-141,141,pagada
2026-02-26,2026-03-02,F,DRY547013,Softys,0,30321865.0,5761154.0,36083019.0,60.0,2026-04-27,4.0,2026.0,0.0,SI,NO,909656.0,0.0,0.0,35173363.0,0.0,,,,,35173363.0,2.0,2026-05-05,909656.0,-85,85,vencida_61-90
2026-02-25,2026-03-03,F,FA6115,Armaty,0,4806690.0,913271.0,5719961.0,30.0,2026-03-27,3.0,2026.0,0.0,SI,NO,240334.5,120167.25,0.0,5359459.0,-0.05,,,,,5359459.0,1.0,2026-03-27,360502.0,-116,116,vencida_>90
2026-03-03,2026-03-04,F,FEP71878,Premium Trading SAS,0,6050421.0,1149579.0,7200000.0,0.0,2026-03-03,3.0,2026.0,0.0,NO,NO,,0.0,0.0,7200000.0,0.0,,,,,7200000.0,1.0,2026-03-07,0.0,-140,140,pagada
2026-02-26,2026-03-06,F,PK15584,Praktiplas,0,7285330.0,1384212.0,8669542.0,10.0,2026-03-08,3.0,2026.0,0.0,SI,NO,,182133.25,0.0,8487409.0,-0.25,,,,,8487409.0,1.0,2026-03-18,182133.0,-135,135,vencida_>90
2026-03-03,2026-03-06,F,BF724177,Tecnoquimicas,0,3920256.0,744848.0,4665104.0,35.0,2026-04-07,4.0,2026.0,0.0,NO,NO,,0.0,0.0,4665104.0,0.0,,,,,4665104.0,1.0,2026-04-06,0.0,-105,105,pagada
2026-02-26,2026-03-06,F,PK15583,Praktiplas,0,17701375.0,3363261.0,21064636.0,10.0,2026-03-08,3.0,2026.0,0.0,SI,NO,,442534.375,0.0,20622102.0,-0.375,,,,,20622102.0,1.0,2026-03-18,442534.0,-135,135,vencida_>90
2026-03-05,2026-03-06,R,6741,Forros para Coche,0,1242000.0,0.0,1242000.0,0.0,2026-03-05,3.0,2026.0,0.0,NO,NO,,0.0,0.0,1242000.0,0.0,,,,,1242000.0,1.0,2026-04-27,0.0,-138,138,pagada
2026-03-05,2026-03-09,F,FV10038546,Bivien,0,20939682.0,3978539.0,24918221.0,45.0,2026-04-19,4.0,2026.0,0.0,NO,NO,3275597.0,0.0,0.0,21642624.0,0.0,,,,,21642624.0,1.0,2026-04-27,3275597.0,-93,93,vencida_>90
2026-02-28,2026-03-09,F,PK15614,Praktiplas,0,6700800.0,1273152.0,7973952.0,10.0,2026-03-10,3.0,2026.0,0.0,SI,NO,,167520.0,0.0,7806432.0,0.0,,,,,7806432.0,1.0,2026-03-18,167520.0,-133,133,vencida_>90
2026-03-08,2026-03-10,F,BF731624,Tecnoquimicas,0,25096957.0,4686064.0,29783021.0,35.0,2026-04-12,4.0,2026.0,0.0,NO,NO,,0.0,0.0,29783021.0,0.0,,,,,29783021.0,1.0,2026-04-13,0.0,-100,100,pagada
2026-02-28,2026-03-08,F,FU800626078,Comercializadora Multidrogas,0,32091080.0,0.0,32091080.0,45.0,2026-04-14,4.0,2026.0,0.0,NO,NO,,0.0,0.0,32091080.0,0.0,,,,,32091080.0,3.0,2026-05-21,0.0,-98,98,pagada
2026-03-11,2026-03-15,R,6531,Diseños y Puntadas,0,474000.0,0.0,474000.0,30.0,2026-04-10,4.0,2026.0,0.0,SI,NO,,0.0,0.0,474000.0,0.0,,,,,474000.0,1.0,2026-04-27,0.0,-102,102,pagada
2026-03-10,2026-03-15,R,29732,Infantiles ABBA,0,6899055.0,0.0,6899055.0,30.0,2026-04-09,4.0,2026.0,0.0,SI,NO,,0.0,0.0,6899055.0,0.0,,,,,6899055.0,1.0,2026-04-04,0.0,-103,103,pagada
2026-03-10,2026-03-15,F,FE8456,Infantiles ABBA,0,6860705.0,1303533.0,8164238.0,30.0,2026-04-09,4.0,2026.0,0.0,SI,NO,343035.25,171517.625,0.0,7649685.0,-0.075,,,,,7649685.0,1.0,2026-03-17,514553.0,-103,103,vencida_>90
2026-02-26,2026-03-03,F,FV10037899,Bivien,0,41469120.0,7879132.0,49348252.0,45.0,2026-04-12,4.0,2026.0,0.0,NO,NO,3673582.0,0.0,0.0,45674670.0,0.0,,,,,45674670.0,1.0,2026-04-20,3673582.0,-100,100,vencida_>90
2026-03-15,2026-03-17,F,BF740688,Tecnoquimicas,0,29204056.0,5548770.0,34752826.0,35.0,2026-04-19,4.0,2026.0,0.0,NO,NO,,0.0,0.0,34752826.0,0.0,,,,,34752826.0,1.0,2026-04-20,0.0,-93,93,pagada
2026-03-09,2026-03-17,F,PK15649,Praktiplas,0,2931948.0,557070.0,3489018.0,10.0,2026-03-19,3.0,2026.0,0.0,SI,NO,,73298.7,0.0,3415719.0,-0.1,,,,,3415719.0,1.0,2026-03-27,73299.0,-124,124,vencida_>90
2026-03-12,2026-03-17,F,PK15658,Praktiplas,0,7271208.0,1381529.0,8652737.0,10.0,2026-03-22,3.0,2026.0,0.0,SI,NO,,181780.2,0.0,8470957.0,-0.2,,,,,8470957.0,1.0,2026-03-27,181780.0,-121,121,vencida_>90
2026-03-14,2026-03-17,F,PK15682,Praktiplas,0,31633079.0,6010285.0,37643364.0,10.0,2026-03-24,3.0,2026.0,0.0,SI,NO,,790826.975,0.0,36852537.0,-0.2750000001,,,,,36852537.0,3.0,2026-04-13,790827.0,-119,119,vencida_>90
2026-03-18,2026-03-27,F,FE561117,Distribuidora Negociemos Pharma,0,11561445.0,0.0,11561445.0,0.0,2026-03-18,3.0,2026.0,0.0,SI,NO,,289036.125,0.0,11272409.0,-0.125,,,,,11272409.0,1.0,2026-03-18,289036.0,-125,125,vencida_>90
2026-03-12,2026-03-18,F,FV10039205,Bivien,0,18029520.0,3425608.0,21455128.0,45.0,2026-04-26,4.0,2026.0,0.0,NO,NO,,0.0,0.0,21455128.0,0.0,,,,,21455128.0,1.0,2026-05-08,0.0,-86,86,pagada
2026-03-11,2026-03-19,F,DRY548654,Softys,0,26878774.0,5106967.0,31985741.0,60.0,2026-05-10,5.0,2026.0,0.0,SI,NO,806363.0,0.0,0.0,31179378.0,0.0,,,,,31179378.0,2.0,2026-05-19,806363.0,-72,72,vencida_61-90
2026-03-17,2026-03-25,F,FE2752,Grupo Family & Home,0,24874284.0,4726114.0,29600398.0,60.0,2026-05-16,5.0,2026.0,0.0,SI,SI,,621857.1,191531.9868,28787009.0,-0.08679999999,,,,,28787009.0,1.0,2026-05-22,813389.0,-66,66,vencida_61-90
2026-03-17,2026-03-25,F,FE1567,Grupo Family & Home,0,2571400.0,488566.0,3059966.0,60.0,2026-05-16,5.0,2026.0,0.0,SI,SI,,64285.0,19799.78,2975881.0,-0.08,,,,,2975881.0,1.0,2026-05-15,84085.0,-66,66,vencida_61-90
2026-03-24,2025-03-25,R,3979,Grupo Family & Home,3979,14664000.0,0.0,14664000.0,60.0,2026-05-23,5.0,2026.0,119.0,SI,SI,,0.0,0.0,3237000.0,11427000.0,,,,,3237000.0,4.0,2026-07-14,11427000.0,-59,59,vencida_31-60
2026-03-24,2026-03-25,R,3982,Grupo Family & Home,0,280800.0,0.0,280800.0,60.0,2026-05-23,5.0,2026.0,0.0,SI,SI,,0.0,0.0,280800.0,0.0,,,,,280800.0,1.0,2027-06-01,0.0,-59,59,pagada
2026-03-20,2026-03-25,R,444,Grupo Family & Home,0,5310000.0,0.0,5310000.0,60.0,2026-05-19,5.0,2026.0,0.0,SI,SI,,0.0,0.0,5310000.0,0.0,,,,,5310000.0,1.0,2026-06-06,0.0,-63,63,pagada
2026-03-18,2026-03-25,F,FU800629517,Comercializadora Multidrogas,0,19645240.0,0.0,19645240.0,45.0,2026-05-02,5.0,2026.0,0.0,NO,NO,,0.0,0.0,19645240.0,0.0,,,,,19645240.0,4.0,2026-05-21,0.0,-80,80,pagada
2026-03-20,2026-03-26,R,29780,Infantiles ABBA,0,4926675.0,0.0,4926675.0,30.0,2026-04-19,4.0,2026.0,0.0,SI,NO,246333.75,0.0,0.0,4680341.0,-0.05,,,,,4680341.0,1.0,2026-04-04,246334.0,-93,93,vencida_>90
2026-03-25,2026-03-27,F,BF752104,Tecnoquimicas,0,32661519.0,6205688.0,38867207.0,35.0,2026-04-29,4.0,2026.0,0.0,NO,NO,,0.0,0.0,38867207.0,0.0,,,,,38867207.0,1.0,2026-04-29,0.0,-83,83,pagada
2026-03-27,2026-03-27,F,6539,Diseños y Puntadas,0,1944000.0,0.0,1944000.0,30.0,2026-04-26,4.0,2026.0,0.0,SI,NO,,48600.0,0.0,1944000.0,-48600.0,,,,,1944000.0,1.0,2026-04-27,0.0,-86,86,pagada
2026-03-24,2026-03-27,F,FV10040132,Bivien,0,4811340.0,914154.0,5725494.0,45.0,2026-05-08,5.0,2026.0,0.0,NO,NO,,0.0,0.0,5725494.0,0.0,,,,,5725494.0,1.0,2026-05-15,0.0,-74,74,pagada
2026-03-20,2026-03-27,F,FE8510,Infantiles ABBA,0,4926675.0,936068.0,5862743.0,30.0,2026-04-19,4.0,2026.0,0.0,SI,NO,,123166.875,0.0,5739576.0,-0.175,,,,,5739576.0,1.0,2026-04-20,123167.0,-93,93,vencida_>90
2026-03-21,2026-03-28,F,DRY549815,Softys,0,22038245.0,4187257.0,26225502.0,60.0,2026-05-20,5.0,2026.0,0.0,SI,NO,661147.35,0.0,0.0,25564355.0,-0.35,,,,,25564355.0,2.0,2026-05-26,661147.0,-62,62,vencida_61-90
2026-03-21,2026-03-29,F,DRY549817,Softys,0,3914440.0,743744.0,4658184.0,60.0,2026-05-20,5.0,2026.0,0.0,SI,NO,117433.2,0.0,0.0,4540751.0,-0.2,,,,,4540751.0,2.0,2026-05-26,117433.0,-62,62,vencida_61-90
2026-03-21,2026-03-29,F,DRY549816,Softys,0,333464.0,63358.0,396822.0,60.0,2026-05-20,5.0,2026.0,0.0,SI,NO,10003.92,0.0,0.0,386818.0,-0.22,,,,,386818.0,2.0,2026-05-26,10004.0,-62,62,vencida_61-90
2026-03-23,2026-03-29,F,FV10040114,Bivien,0,22988148.0,4367748.0,27355896.0,45.0,2026-05-07,5.0,2026.0,0.0,NO,NO,,0.0,0.0,27355896.0,0.0,,,,,27355896.0,1.0,2026-05-15,0.0,-75,75,pagada
2026-03-26,2026-03-30,F,FA6238,Armaty,0,7675538.0,1458352.0,9133890.0,30.0,2026-04-25,4.0,2026.0,0.0,SI,NO,383776.9,191888.45,0.0,8558225.0,-0.35,,,,,8558225.0,2.0,2026-04-27,575665.0,-87,87,vencida_61-90
2026-03-31,2026-04-07,F,FG10246,Laboratorio San Jorge SAS,0,16847769.0,1457054.0,18304823.0,0.0,2026-03-31,3.0,2026.0,0.0,SI,SI,,421194.225,0.0,17883630.0,-1.225,,,,,17883630.0,1.0,2026-03-31,421193.0,-112,112,vencida_>90
2026-03-31,2026-03-31,F,FE2805,Grupo Family & Home,0,1152605.0,218994.0,1371599.0,60.0,2026-05-30,5.0,2026.0,0.0,SI,SI,,28815.125,8875.0585,1333909.0,-0.1835,,,,,1333909.0,1.0,2026-05-26,37690.0,-52,52,vencida_31-60
2026-03-31,2026-03-31,F,FE2802,Grupo Family & Home,0,3146218.0,597781.0,3743999.0,60.0,2026-05-30,5.0,2026.0,0.0,SI,SI,,78655.45,24225.8786,3641118.0,-0.3286,,,,,3641118.0,1.0,2026-05-26,102881.0,-52,52,vencida_31-60
2026-03-24,2026-03-31,F,FV10040130,Bivien,0,24139983.0,4586597.0,28726580.0,45.0,2026-05-08,5.0,2026.0,0.0,NO,NO,,0.0,0.0,28726580.0,0.0,,,,,28726580.0,1.0,2026-05-19,0.0,-74,74,pagada
2026-03-26,2026-04-05,F,FU800630780,Comercializadora Multidrogas,0,40278226.0,191578.0,40469804.0,45.0,2026-05-10,5.0,2026.0,0.0,NO,NO,,0.0,0.0,40469804.0,0.0,,,,,40469804.0,4.0,2026-05-21,0.0,-72,72,pagada
2026-03-31,2026-04-07,F,FA6261,Armaty,0,451608.72,85805.0,537413.72,30.0,2026-04-30,4.0,2026.0,0.0,SI,NO,,0.0,0.0,537414.0,-0.28,,,,,537414.0,1.0,2026-04-27,-0.28,-82,82,pagada
2026-03-29,2026-04-07,F,FV10040801,Bivien,0,21157860.0,4019993.0,25177853.0,45.0,2026-05-13,5.0,2026.0,0.0,NO,NO,,0.0,0.0,25177853.0,0.0,,,,,25177853.0,1.0,2026-05-26,0.0,-69,69,pagada
2026-04-01,2026-04-07,F,BF761914,Tecnoquimicas,0,6533760.0,1241414.0,7775174.0,35.0,2026-05-06,5.0,2026.0,0.0,NO,NO,83301.0,0.0,0.0,7691873.0,0.0,,,,,7691873.0,2.0,2026-05-11,83301.0,-76,76,vencida_61-90
2026-03-28,2026-04-07,F,BF757907,Tecnoquimicas,0,33092264.0,6142075.0,39234339.0,35.0,2026-05-02,5.0,2026.0,0.0,NO,NO,,0.0,0.0,39234339.0,0.0,,,,,39234339.0,2.0,2026-05-05,0.0,-80,80,pagada
2026-03-27,2026-04-09,F,FI1100784181,Roma SA,0,5871420.0,0.0,5871420.0,45.0,2026-05-11,5.0,2026.0,0.0,NO,NO,,0.0,0.0,5871420.0,0.0,,,,,5871420.0,3.0,2026-05-21,0.0,-71,71,pagada
2026-04-07,2026-04-09,F,FA500831191,Roma SA,0,818547.0,155524.0,974071.0,45.0,2026-05-22,5.0,2026.0,0.0,NO,NO,,0.0,0.0,974071.0,0.0,,,,,974071.0,2.0,2026-05-21,0.0,-60,60,pagada
2026-04-09,2026-04-12,F,FE8552,Infantiles ABBA,0,6865285.0,1304404.0,8169689.0,30.0,2026-05-09,5.0,2026.0,0.0,SI,NO,,171632.125,0.0,7998057.0,-0.125,,,,,7998057.0,1.0,2026-05-15,171632.0,-73,73,vencida_61-90
2026-04-09,2026-04-12,R,6544,Diseños y Puntadas,0,1154000.0,0.0,1154000.0,30.0,2026-05-09,5.0,2026.0,0.0,SI,NO,,0.0,0.0,1154000.0,0.0,,,,,1154000.0,1.0,2026-05-29,0.0,-73,73,pagada
2026-04-09,2026-04-12,R,29854,Infantiles ABBA,0,6865285.0,0.0,6865285.0,30.0,2026-05-09,5.0,2026.0,0.0,SI,NO,,0.0,0.0,6865285.0,0.0,,,,,6865285.0,1.0,,0.0,-73,73,pagada
2026-03-26,2026-04-13,F,PK15746,Praktiplas,0,4144260.0,787409.0,4931669.0,10.0,2026-04-05,4.0,2026.0,0.0,SI,NO,,103606.5,0.0,4828063.0,-0.5,,,,,4828063.0,1.0,2026-04-19,103606.0,-107,107,vencida_>90
2026-03-26,2026-04-13,F,PK15745,Praktiplas,0,32250568.0,6127607.0,38378175.0,10.0,2026-04-05,4.0,2026.0,0.0,SI,NO,,806264.2,0.0,37571911.0,-0.2000000001,,,,,37571911.0,3.0,2026-05-05,806264.0,-107,107,vencida_>90
2026-04-07,2026-04-15,F,FE2832,Grupo Family & Home,0,20243696.0,3846302.0,24089998.0,60.0,2026-06-06,6.0,2026.0,0.0,SI,SI,,506092.4,155876.4592,23428029.0,-0.05920000004,,,,,23428029.0,1.0,2026-06-06,661969.0,-45,45,vencida_31-60
2026-04-07,2026-04-15,F,FE1619,Grupo Family & Home,0,4628610.0,879435.0,5508045.0,60.0,2026-06-06,6.0,2026.0,0.0,SI,SI,,115715.25,35640.297,5356689.0,-0.047,,,,,5356689.0,1.0,2025-06-01,151356.0,-45,45,vencida_31-60
2026-04-14,2026-04-16,F,BF774731,Tecnoquimicas,0,20640903.0,3848565.0,24489468.0,35.0,2026-05-19,5.0,2026.0,0.0,NO,NO,11339937.0,0.0,0.0,13149531.0,0.0,,,,,13149531.0,1.0,2026-05-20,11339937.0,-63,63,vencida_61-90
2026-04-15,2026-04-16,F,FEP72169,Premium Trading SAS,0,3630252.0,689747.0,4319999.0,0.0,2026-04-15,4.0,2026.0,0.0,NO,NO,,0.0,0.0,4319999.0,0.0,,,,,4319999.0,1.0,2026-05-11,0.0,-97,97,pagada
2026-04-17,2026-04-17,R,4024,Grupo Family & Home,0,1980000.0,0.0,1980000.0,60.0,2026-06-16,6.0,2026.0,0.0,SI,SI,,0.0,0.0,1980000.0,0.0,,,,,1980000.0,1.0,2026-06-19,0.0,-35,35,pagada
2026-04-17,2026-04-17,R,450,Grupo Family & Home,0,2815200.0,0.0,2815200.0,60.0,2026-06-16,6.0,2026.0,0.0,SI,SI,,0.0,0.0,2815200.0,0.0,,,,,2815200.0,1.0,2026-06-19,0.0,-35,35,pagada
2026-04-14,2026-04-19,F,DRY552587,Softys,0,9009209.0,1711750.0,10720959.0,60.0,2026-06-13,6.0,2026.0,0.0,SI,NO,270276.27,0.0,0.0,10450683.0,-0.27,,,,,10450683.0,4.0,2026-06-16,270276.0,-38,38,vencida_31-60
2026-04-13,2026-04-24,R,4007,Grupo Family & Home,0,696000.0,0.0,696000.0,60.0,2026-06-12,6.0,2026.0,0.0,SI,SI,,0.0,0.0,696000.0,0.0,,,,,696000.0,1.0,2026-06-19,0.0,-39,39,pagada
2026-04-23,2026-04-24,F,DRY553685,Softys,0,1206972.0,229325.0,1436297.0,60.0,2026-06-22,6.0,2026.0,0.0,SI,NO,36209.16,0.0,0.0,1400088.0,-0.16,,,,,1400088.0,2.0,2026-06-16,36209.0,-29,29,vencida_1-30
2026-04-16,2026-04-24,F,FE8588,Infantiles ABBA,0,3088110.0,586741.0,3674851.0,30.0,2026-05-16,5.0,2026.0,0.0,SI,NO,,77202.75,0.0,3597648.0,-0.05,,,,,3597648.0,1.0,2026-05-19,77203.0,-66,66,vencida_61-90
2026-04-16,2026-04-24,R,29888,Infantiles ABBA,0,3088110.0,0.0,3088110.0,30.0,2026-05-16,5.0,2026.0,0.0,SI,NO,,0.0,0.0,3088110.0,0.0,,,,,3088110.0,1.0,2026-05-29,0.0,-66,66,pagada
2026-04-21,2026-04-25,R,4029,Grupo Family & Home,0,3189600.0,0.0,3189600.0,60.0,2026-06-20,6.0,2026.0,0.0,SI,SI,,0.0,0.0,3189600.0,0.0,,,,,3189600.0,1.0,2026-06-19,0.0,-31,31,pagada
2026-04-21,2026-04-25,R,454,Grupo Family & Home,0,1836000.0,0.0,1836000.0,60.0,2026-06-20,6.0,2026.0,0.0,SI,SI,,0.0,0.0,1836000.0,0.0,,,,,1836000.0,1.0,2026-06-19,0.0,-31,31,pagada
2026-04-18,2026-04-24,F,CR1900060980,Roma SA,0,743918.0,141344.0,885262.0,45.0,2026-06-02,6.0,2026.0,0.0,NO,NO,74392.0,0.0,0.0,810870.0,0.0,,,,,810870.0,1.0,2026-06-01,74392.0,-49,49,vencida_31-60
2026-04-23,2026-04-29,F,BF786375,Tecnoquimicas,0,15355504.0,2863461.0,18218965.0,35.0,2026-05-28,5.0,2026.0,0.0,NO,NO,,0.0,0.0,18218965.0,0.0,,,,,18218965.0,1.0,2026-05-29,0.0,-54,54,pagada
