cod_interno,descripcion,categoria,marca_proveedor,venta_total,venta_bruta,costo_total,cantidad_vendida,margen_bruto,margen_bruto_pct,precio_venta_promedio,costo_promedio,acum_pct,clasificacion_abc
14964,BOLSA REGALO ANIMALES 488,OTROS,CHINA,2121650.1,2196600,1751334.46,900,370316.0,0.1745,2357.0,1946.0,0.9375069707409814,B
10116,CARGADOR AIEBAO A6604,COCHES Y PORTEO,CHINA,10087421.44,10386600,8327556.5600000005,176,1759865.0,0.1745,57315.0,47316.0,0.7803649740093667,A
14900,CEPILLO DIENTES CONEJO DW 2542,OTROS,CHINA,971063.98,1004400,801637.36,540,169427.0,0.1745,1798.0,1485.0,0.9767608022636939,C
12722,TRANSPORTE TERRESTRE APARTADO,OTROS,TRANSPORTE,2731306.39,2800000,2254889.9,1,476416.0,0.1744,2731306.0,2254890.0,0.9131859765328512,B
10516,TRANSPORTE TERRESTRE ZIPAQUIRA,OTROS,TRANSPORTE,3901866.28,4000000,3221271.28,2,680595.0,0.1744,1950933.0,1610636.0,0.8817579065329325,B
11722,NOVEDADES TRANSPORTE,OTROS,TRANSPORTE,97546.66,100000,80531.78,1,17015.0,0.1744,97547.0,80532.0,0.9985006060723306,C
2808,PANAL WINNY GOLD 6 X 20,PAÑALES,TECNOQUIMICAS,244647.02,250800,201973.71,12,42673.0,0.1744,20387.0,16831.0,0.9960068028609095,C
15096,MEDIA DUCK DUCK D56781,ROPA Y TEXTIL,CHINA,6727468.22,6930500,5554288.56,818,1173180.0,0.1744,8224.0,6790.0,0.8162801961308214,B
14969,CARGADOR AIEBAO A6602,COCHES Y PORTEO,CHINA,5646617.26,5815800,4661667.97,91,984949.0,0.1744,62051.0,51227.0,0.8363795629268115,B
15078,LLAMADIENTE MAGEMIOR GFD 042,OTROS,CHINA,513778.98,527500,424163.34,119,89616.0,0.1744,4317.0,3564.0,0.9903971454507113,C
15085,TETERO ONLY 11 OZ GFD 058,BIBERONES Y EXTRACTORES,CHINA,1077874.39,1108000,890020.84,108,187854.0,0.1743,9980.0,8241.0,0.9736617370555868,C
15022,PELUCHE SONAJERO BABY TOY XQ385,JUGUETES Y ACCESORIOS,CHINA,2335534.65,2401500,1928349.08,247,407186.0,0.1743,9456.0,7807.0,0.9291684527665456,B
14943,CORTA UÑAS ONLY GFD 033,OTROS,CHINA,382750.13,393600,316061.45,134,66689.0,0.1742,2856.0,2359.0,0.9933010119343021,C
4938,TETERO INFANTEC BIP 1140,BIBERONES Y EXTRACTORES,VARIOS 2024,447061.56,457200,369206.02999999997,36,77856.0,0.1742,12418.0,10256.0,0.9920438036084481,C
14522,CADENA BOOGY 21925,OTROS,PANAMA,493545.06,507600,407573.1,165,85972.0,0.1742,2991.0,2470.0,0.9912186370309001,C
15014,GIMNASIO MUSICAL 2 EN 1 6049,JUGUETES Y ACCESORIOS,CHINA,4750424.19,4890600,3922757.56,62,827667.0,0.1742,76620.0,63270.0,0.8595400036743346,B
15025,SONAJERO CON MORDEDOR BABY RATTLE X 4 KD225-148,JUGUETES Y ACCESORIOS,CHINA,625236.0,642000,516409.11,92,108827.0,0.1741,6796.0,5613.0,0.98771002567958,C
7007,VASO JUGO INFANTEC BIP 1195,ALIMENTOS Y BEBIDAS,VARIOS 2024,24250.06,24800,20026.92,4,4223.0,0.1741,6063.0,5007.0,0.9997692066206267,C
14919,KIT DE ASEO BABY CARE 5 PCS AM8801,OTROS,CHINA,2386257.11,2453900,1970739.2,359,415518.0,0.1741,6647.0,5490.0,0.927178054640257,B
14902,CADENA ONLY FZ555,OTROS,CHINA,808778.43,831000,667978.87,171,140800.0,0.1741,4730.0,3906.0,0.9819625454932024,C
15027,SONAJERO CON MORDEDOR BABY RATTLE X 6 KD225-106,JUGUETES Y ACCESORIOS,CHINA,1237637.61,1269300,1022189.92,129,215448.0,0.1741,9594.0,7924.0,0.9680211934564342,C
14739,VASO 5 OZ INFANTEC BIP 1194,OTROS,PANAMA,1244710.03,1282800,1028114.8200000001,124,216595.0,0.174,10038.0,8291.0,0.9678820181592055,C
14982,EXTRACTOR ONLY 3 EN 1 25-25,BIBERONES Y EXTRACTORES,CHINA,2989829.35,3069000,2469535.6,161,520294.0,0.174,18570.0,15339.0,0.9058299996412275,B
15073,LLAMADIENTES ONLY GFD 034,OTROS,CHINA,1374723.2,1415300,1135671.07,151,239052.0,0.1739,9104.0,7521.0,0.9644456149205174,C
14941,JUGUETE ARMABLE PONY GFD134,JUGUETES Y ACCESORIOS,CHINA,2003792.4,2056400,1655283.63,101,348509.0,0.1739,19840.0,16389.0,0.9416509320776818,B
14854,LIMA ELECTRICA BOOGY 005,OTROS,PANAMA,1681511.2,1727800,1389054.19,54,292457.0,0.1739,31139.0,25723.0,0.9536256531355428,C
15040,PANALERA CON CAMBIADOR LAND GFD 8109,PAÑALES,CHINA,4381184.93,4480000,3619172.8,56,762012.0,0.1739,78235.0,64628.0,0.8694795553240949,B
15035,PANALERA SUNSHINE DEER GFD 122,PAÑALES,CHINA,2986075.96,3060000,2466896.67,52,519179.0,0.1739,57425.0,47440.0,0.9059976464471393,B
14918,TETERO ONLY 11 OZ GFD 050,BIBERONES Y EXTRACTORES,CHINA,2004781.16,2064800,1656130.5,202,348651.0,0.1739,9925.0,8199.0,0.9414258849563168,B
14446,DIDACTICO TREN TRAIN KEYBOARD BL 2306 - 225,OTROS,CHINA,877970.66,900052,725394.04,37,152577.0,0.1738,23729.0,19605.0,0.9799291348383863,C
14935,DIDACTICO MADERA DINO GFD133,OTROS,CHINA,173429.9,179200,143280.11,45,30150.0,0.1738,3854.0,3184.0,0.9972073185805302,C
4294,ASPIRADOR NASAL INFANTEC GB 1194,OTROS,PANAMA,594608.11,613500,491252.88,85,103355.0,0.1738,6995.0,5779.0,0.9882878940911581,C
15111,BACINILLA INODORO BABY POTTY GFD183,BAÑO BEBÉ (BAÑERAS Y BACINES),CHINA,4070881.75,4191800,3363438.97,61,707443.0,0.1738,66736.0,55138.0,0.8777398253221312,B
15017,JUGUETE ARMABLE MILITAR 8888A,JUGUETES Y ACCESORIOS,CHINA,1470816.18,1509200,1215247.95,74,255568.0,0.1738,19876.0,16422.0,0.9609530981087794,C
15039,PANALERA CON CAMBIADOR SUNSHINE GFD 1026,PAÑALES,CHINA,5909360.19,6084000,4882859.59,82,1026501.0,0.1737,72065.0,59547.0,0.8321931864085633,B
15092,PANALERA GANEN GFD 121,PAÑALES,CHINA,2679345.57,2755600,2213965.79,70,465380.0,0.1737,38276.0,31628.0,0.9160725445356126,B
15053,BOLSA MASCOTA X160 001E,OTROS,MASCOTA,87429.31,90000,72252.2,12,15177.0,0.1736,7286.0,6021.0,0.9986597787420345,C
14785,TETERO 2 ONZ INFANTEC BIP 1607,BIBERONES Y EXTRACTORES,PANAMA,586392.41,611300,484631.11,106,101761.0,0.1735,5532.0,4572.0,0.9885201075280581,C
15164,CORRAL COLECHO INFANTEC VERDE IMP 7801,MOBILIARIO INFANTIL,PANAMA,1320642.08,1345600,1091621.3,5,229021.0,0.1734,264128.0,218324.0,0.965575052573539,C
15157,SILLA COMEDOR INFANTEC IMP 7327,MOBILIARIO INFANTIL,PANAMA,1209149.11,1232000,999463.02,6,209686.0,0.1734,201525.0,166577.0,0.969186497972349,C
11289,TAPABOCAS PROTECTOR DESECHABLE,OTROS,VARIOS,253621.30000000002,260000,209631.91,30,43989.0,0.1734,8454.0,6988.0,0.9958402584815567,C
15010,MESA DIDACTICA 368-48,OTROS,CHINA,2254026.69,2315400,1863090.83,60,390936.0,0.1734,37567.0,31052.0,0.931605548353522,B
15141,TETERO AVENT NATURAL 9OZ ROSADO SCY903/11,BIBERONES Y EXTRACTORES,AVENT,595937.77,607200,492592.48,12,103345.0,0.1734,49661.0,41049.0,0.988221059464876,C
15183,CEPILLO ELECTRICO TETEROS BOOGY EB001,BIBERONES Y EXTRACTORES,PANAMA,162528.48,165600,134343.41,4,28185.0,0.1734,40632.0,33586.0,0.9974794227863888,C
15132,GAVETERO PORTOFINO 3 NIVELES ARMATY,OTROS,ARMATY,545687.4299999999,556000,451056.36,4,94631.0,0.1734,136422.0,112764.0,0.989470790502211,C
15134,SET RECIEN NACIDO AVENT NATURAL X 6 SCD838/11,OTROS,AVENT,630681.1799999999,642600,521310.80999999994,3,109370.0,0.1734,210227.0,173770.0,0.9875689989018571,C
15214,TETERO BOOGY 12OZ 12324,BIBERONES Y EXTRACTORES,PANAMA,70075.68000000001,71400,57923.43000000001,6,12152.0,0.1734,11679.0,9654.0,0.998868967262448,C
14748,TETERO 14 OZ INFANTEC BIP 1418,BIBERONES Y EXTRACTORES,PANAMA,73608.92,75000,60843.93,6,12765.0,0.1734,12268.0,10141.0,0.9988210987846863,C
13572,COCHE INFANTEC ND 1650,COCHES Y PORTEO,PANAMA,245363.05,250000,202813.11,1,42550.0,0.1734,245363.0,202813.0,0.99597930307543,C
171,ROLLO TERMICO 57 X 30,OTROS,VARIOS 2024,131102.72,134400,108387.25,64,22715.0,0.1733,2048.0,1694.0,0.9979099372993542,C
15026,SONAJERO CON MORDEDOR BABY RATTLE X 4 KD225-150,JUGUETES Y ACCESORIOS,CHINA,692566.37,709900,572525.38,102,120041.0,0.1733,6790.0,5613.0,0.9858170399702556,C
10826,TRANSPORTE TERRESTRE TOCANCIPA,OTROS,TRANSPORTE,1950933.14,2000000,1612844.82,1,338088.0,0.1733,1950933.0,1612845.0,0.943535133649085,B
14859,TETERO 2 OZ X 3 BOOGY 20881,BIBERONES Y EXTRACTORES,PANAMA,226906.41999999998,233250,187578.74,26,39328.0,0.1733,8727.0,7215.0,0.9962968534798438,C
664,PACIFICADOR INFANTEC CADENA GBW 0815,OTROS,VARIOS,531307.19,550000,439215.19999999995,71,92092.0,0.1733,7483.0,6186.0,0.9900753957746807,C
14836,TETERO 14 OZ INFAN TEC BIP 1294,BIBERONES Y EXTRACTORES,PANAMA,9049328.34,9306000,7481335.78,998,1567993.0,0.1733,9067.0,7496.0,0.7872558624797418,A
14708,BANERA PLEGABLE BOOGY 1947,BAÑO BEBÉ (BAÑERAS Y BACINES),PANAMA,226350.32,234000,187139.54,3,39211.0,0.1732,75450.0,62380.0,0.99630956143124,C
15124,REDUCTOR DE BANO ESCALERA CHILDRENS 3100,OTROS,CHINA,1576787.44,1614800,1303720.05,28,273067.0,0.1732,56314.0,46561.0,0.9571963601010389,C
15042,JUGUETE MASCOTA DOUGEZ CK051,JUGUETES Y ACCESORIOS,MASCOTA,16520.57,17000,13659.99,2,2861.0,0.1732,8260.0,6830.0,0.999874457975873,C
14621,SILLA MECEDORA TITBABY 68144,MOBILIARIO INFANTIL,CHINA,32199547.62,33087550,26623232.87,339,5576315.0,0.1732,94984.0,78535.0,0.6711568001236577,A
15087,TETERO SILICONA ONLY 12 OZ GFD 064,BIBERONES Y EXTRACTORES,CHINA,3589368.37,3686000,2967922.36,238,621446.0,0.1731,15081.0,12470.0,0.8914003161691686,B
4044,TRANSPORTE TERRESTRE MEDELLIN,OTROS,TRANSPORTE,31019836.89,31800000,25650968.15,19,5368869.0,0.1731,1632623.0,1350051.0,0.680037577716919,A
14707,BANERA PLEGABLE BOOGY 1946,BAÑO BEBÉ (BAÑERAS Y BACINES),PANAMA,376430.3,390000,311291.17000000004,5,65139.0,0.173,75286.0,62258.0,0.993386246681973,C
15018,JUGUETE ARMABLE POLICIA 6689-206A,JUGUETES Y ACCESORIOS,CHINA,930997.3,955000,769924.09,66,161073.0,0.173,14106.0,11666.0,0.9781981365220861,C
14638,KIT VAJILLA SILICONA BL 2412+082,OTROS,CHINA,5624150.09,5765600,4651979.26,160,972171.0,0.1729,35151.0,29075.0,0.8370118511013936,B
14980,TETERO ONLY 9 OZ A2,BIBERONES Y EXTRACTORES,CHINA,11301727.02,11666400,9347774.25,1430,1953953.0,0.1729,7903.0,6537.0,0.7633681840835814,A
14912,CORTA UÑAS CON DISEÑO GFD 112,OTROS,CHINA,563613.39,582000,466168.77,204,97445.0,0.1729,2763.0,2285.0,0.9889734399930789,C
5815,TETERO 12 OZ INFANTEC GB 1120,BIBERONES Y EXTRACTORES,PANAMA,721769.97,739000,597066.59,49,124703.0,0.1728,14730.0,12185.0,0.9844296421653603,C
13429,CEPILLO DEDO ESTUCHE BOOGY 21445,ESTUCHES Y KITS REGALO,PANAMA,1399127.72,1441900,1157308.81,298,241819.0,0.1728,4695.0,3884.0,0.963201356889466,C
14958,RODILLERA ANIMALES X0135,OTROS,CHINA,2553691.9,2635500,2112383.73,466,441308.0,0.1728,5480.0,4533.0,0.9213739925214781,B
14866,CARGADOR 5 EN 1 NIÑO BOOGY 2210,OTROS,PANAMA,2539744.58,2610600,2100998.25,30,438746.0,0.1728,84658.0,70033.0,0.9222320332584742,B
15093,MESA CON BLOQUES ARMABLES GRANDE 9060,OTROS,CHINA,1550700.92,1597000,1282922.44,20,267778.0,0.1727,77535.0,64146.0,0.9580727567525463,C
14956,VAJILLA SILICONA GFD 024,OTROS,CHINA,4777367.61,4926000,3952625.45,141,824742.0,0.1726,33882.0,28033.0,0.8584697039786552,B
14677,LLAMADIENTE SONAJERO ONLY 24+38,JUGUETES Y ACCESORIOS,CHINA,1946497.79,2003400,1610562.48,353,335935.0,0.1726,5514.0,4562.0,0.9440820770129974,B
15142,TETERO AVENT NATURAL 9OZ AZUL SCY903/21,BIBERONES Y EXTRACTORES,AVENT,593098.6900000001,604600,490741.71,12,102357.0,0.1726,49425.0,40895.0,0.9883545445121974,C
15079,TETERO ONLY 13 OZ GFD 049,BIBERONES Y EXTRACTORES,CHINA,3619091.39,3719800,2994563.02,360,624528.0,0.1726,10053.0,8318.0,0.8903888984980489,B
9897,TETERO BOOGY 20758,BIBERONES Y EXTRACTORES,PANAMA,1901216.2,1954000,1573090.39,178,328126.0,0.1726,10681.0,8838.0,0.945696393836661,B
15058,COMEDERO MASCOTA DRLS369,OTROS,MASCOTA,223560.64,229500,185025.88999999998,9,38535.0,0.1724,24840.0,20558.0,0.9963599202148115,C
15194,DIDACTICO PULPO BOOGY 33506,OTROS,PANAMA,247771.17,252600,205051.61000000002,11,42720.0,0.1724,22525.0,18641.0,0.9959101715161467,C
14959,RODILLERA SPORTS X0089,OTROS,CHINA,1969806.59,2025600,1630166.9,348,339640.0,0.1724,5660.0,4684.0,0.9427656605680853,B
15159,CORRAL COLECHO INFANTEC ROSA IMP 7619,MOBILIARIO INFANTIL,PANAMA,2719381.11,2772400,2250553.04,10,468828.0,0.1724,271938.0,225055.0,0.914408972581658,B
14448,DIDACTICO ELEFANTE BL 2306 - 233,OTROS,CHINA,2202084.55,2257468,1822394.7,107,379690.0,0.1724,20580.0,17032.0,0.9341067222870401,B
15113,CORRAL DINO COOL BABY KDD06,MOBILIARIO INFANTIL,CHINA,4355930.49,4458400,3604754.0599999996,13,751176.0,0.1724,335072.0,277289.0,0.8702136687810351,B
10949,TETERO INFANTEC BIP 1359,BIBERONES Y EXTRACTORES,PANAMA,206825.71,212865,171188.73,44,35637.0,0.1723,4701.0,3891.0,0.9966854858443636,C
15036,PANALERA CON CAMBIADOR GFD 1031,PAÑALES,CHINA,4994945.85,5130000,4134182.6399999997,75,860763.0,0.1723,66599.0,55122.0,0.8533027769082018,B
14016,CHUPO X 2 ONLY 3+ A7,BIBERONES Y EXTRACTORES,CHINA,5169139.5,5316556,4278704.62,1389,890435.0,0.1723,3721.0,3080.0,0.8487582257035473,B
4659,ENTRETENEDOR INFAN TEC 1098,OTROS,PANAMA,678063.95,696100,561313.24,209,116751.0,0.1722,3244.0,2686.0,0.9862775107052141,C
14850,ENVASE ALMACENAMIENTO 180 ML BOOGY 008,OTROS,PANAMA,2690048.1,2765150,2226766.03,150,463282.0,0.1722,17934.0,14845.0,0.9157715526178642,B
15074,LLAMADIENTES ONLY YG-1,OTROS,CHINA,208578.19,213200,172665.19,40,35913.0,0.1722,5214.0,4317.0,0.9966505261246807,C
14856,PROTECTOR DE LACTANCIA X 48 BOOGY 002,OTROS,PANAMA,3617398.91,3709500,2994631.1,189,622768.0,0.1722,19140.0,15845.0,0.890591989571784,B
14878,TRICICLO ROBOT BOOGY 2000,CAMINADORES Y MONTABLES,PANAMA,3396250.12,3517500,2811372.01,30,584878.0,0.1722,113208.0,93712.0,0.8964957696146639,B
15028,SONAJERO CON MORDEDOR BABY RATTLE X 6 KD225-139,JUGUETES Y ACCESORIOS,CHINA,1636770.07,1682900,1354887.94,141,281882.0,0.1722,11608.0,9609.0,0.9553010984931918,C
11052,TRANSPORTE TERRESTRE PITALITO,OTROS,TRANSPORTE,7803732.5600000005,8000000,6460693.390000001,3,1343039.0,0.1721,2601244.0,2153564.0,0.8014580367375292,B
15056,COMEDERO MASCOTA DGZ2025-5,OTROS,MASCOTA,157587.72,162000,130466.0,9,27122.0,0.1721,17510.0,14496.0,0.9975600667300878,C
9556,ENTRETENEDOR CINTA INFAN TEC BIP 1370,OTROS,PANAMA,1083217.54,1118012,896800.31,132,186417.0,0.1721,8206.0,6794.0,0.9734798322981356,C
14942,CASCO PROTECTOR PARA BEBE GFD079,OTROS,CHINA,5560748.98,5724100,4604125.26,399,956624.0,0.172,13937.0,11539.0,0.8385819553246467,B
14927,COBIJA + PELUCHE D05473,JUGUETES Y ACCESORIOS,CHINA,8732561.37,8987100,7230696.7299999995,220,1501865.0,0.172,39693.0,32867.0,0.7917189073534422,A
13723,EXTRACTOR ELECTRICO ONLY A 246,BIBERONES Y EXTRACTORES,CHINA,30869811.53,31742300,25559359.79,499,5310452.0,0.172,61863.0,51221.0,0.6817706968242137,A
14687,ANDADERA MUSICAL MIDULE 368+17,CAMINADORES Y MONTABLES,CHINA,7214141.01,7423400,5974304.47,110,1239837.0,0.1719,65583.0,54312.0,0.8073243539936472,B
9251,BABITAS X 10 SLQC SQ 106,OTROS,CHINA,2548400.58,2612494,2110482.0,153,437919.0,0.1718,16656.0,13794.0,0.9218035939137039,B
4451,TRANSPORTE TERRESTRE BOGOTA,OTROS,TRANSPORTE,52382554.74,53700000,43383677.16,32,8998878.0,0.1718,1636955.0,1355740.0,0.6059416442649216,A
14658,PROTECTOR SOLAR SUNPRO BABIES X 140,CREMAS Y CUIDADO PIEL,BELLEZA EXPRESS,3147371.2399999998,3238500,2606579.84,66,540791.0,0.1718,47687.0,39494.0,0.9030854950248045,B
14541,ENTRETENEDOR CADENA BOOGY 33261,OTROS,PANAMA,607873.49,630200,503503.22000000003,100,104370.0,0.1717,6079.0,5035.0,0.988019082351125,C
15038,PANALERA CON CAMBIADOR GOOD MUM GFD 8209,PAÑALES,CHINA,5079403.09,5199500,4207355.72,62,872047.0,0.1717,81926.0,67861.0,0.8504763815181883,B
15088,VASO ONLY 11 OZ GFD 065,OTROS,CHINA,2159183.25,2214200,1788515.5,250,370668.0,0.1717,8637.0,7154.0,0.9363076399880103,B
15030,MESA CON BLOQUES ARMABLES GRANDE 9057,OTROS,CHINA,2020195.45,2077000,1673264.29,26,346931.0,0.1717,77700.0,64356.0,0.9407483541144739,B
15173,ESTUCHE ENTRETENEDOR BOOGY BB3025,ESTUCHES Y KITS REGALO,PANAMA,233236.09,237900,193223.13999999998,54,40013.0,0.1716,4319.0,3578.0,0.9962064105034161,C
15148,TETERO INFAN TEC 12 OZ BIP 1620,BIBERONES Y EXTRACTORES,PANAMA,215295.26,219600,178359.44,18,36936.0,0.1716,11961.0,9909.0,0.9965202628643932,C
15032,PAÃ‘ALERA DUOHUI GFD 118,OTROS,CHINA,7393821.77,7596800,6125157.5600000005,118,1268664.0,0.1716,62660.0,51908.0,0.8048680835572225,B
15077,LLAMADIENTES GFD 040,OTROS,CHINA,678891.45,697400,562368.92,128,116523.0,0.1716,5304.0,4394.0,0.9862013306753544,C
15106,MULTIORGANIZADOR 2 PUESTOS ARMATY,OTROS,HOGAR,208416.26,214500,172665.38,3,35751.0,0.1715,69472.0,57555.0,0.9966622272068892,C
12540,VASO INFANTEC BIP 1463,OTROS,PANAMA,629008.85,647756,521107.48,52,107901.0,0.1715,12096.0,10021.0,0.9876396790762392,C
184,ENTRETENEDOR INFANTE GB-1087,OTROS,PANAMA,610286.97,626600,505622.57,80,104664.0,0.1715,7629.0,6320.0,0.9878823432789857,C
881,PAPELERA ANIMALES PRAKTIPLAS,OTROS,PRAKTIPLAS,2098578.93,2163600,1738956.54,165,359622.0,0.1714,12719.0,10539.0,0.938218589779127,B
15037,PANALERA CON CAMBIADOR GFD 1006,PAÑALES,CHINA,5687150.08,5834000,4712089.88,75,975060.0,0.1714,75829.0,62828.0,0.8360625457576144,B
14772,TETERO 4 OZ INFANTEC BIP 1581,BIBERONES Y EXTRACTORES,PANAMA,791692.74,816200,656028.65,70,135664.0,0.1714,11310.0,9372.0,0.9824555886961597,C
15020,MESA DIDACTICA 2 EN 1 TIIBABY 66550,OTROS,CHINA,1748262.37,1797400,1448938.07,33,299324.0,0.1712,52978.0,43907.0,0.9514166214378849,C
15116,CORRAL CON TECHO 930M3,MOBILIARIO INFANTIL,CHINA,5058921.22,5174400,4192721.75,16,866199.0,0.1712,316183.0,262045.0,0.85161385470883,B
15182,ESTERILIZADOR Y SECADOR DE TETEROS BOOGY BSTD001,BIBERONES Y EXTRACTORES,PANAMA,654379.51,667600,542346.05,5,112033.0,0.1712,130876.0,108469.0,0.9871362122564324,C
14639,KIT VAJILLA SILICONA BL 2412+083,OTROS,CHINA,6202699.28,6358700,5141335.67,161,1061364.0,0.1711,38526.0,31934.0,0.827066482144287,B
14637,ESCOBILLON TETEROS X 3 ONLY BABY 23+97,BIBERONES Y EXTRACTORES,CHINA,4996367.11,5130100,4142488.52,566,853879.0,0.1709,8828.0,7319.0,0.8530223464273055,B
14858,PROTECTOR DE LACTANCIA X 80 BOOGY 003,OTROS,PANAMA,1241312.15,1276700,1029335.03,43,211977.0,0.1708,28868.0,23938.0,0.9679517089573885,C
14852,SET 12 TETEROS NIÑA 9 OZ JOY 33302,BIBERONES Y EXTRACTORES,PANAMA,4147866.3899999997,4227045,3439484.56,14,708382.0,0.1708,296276.0,245677.0,0.8749754264738192,B
15178,EXTRACTOR Y ASPIRADOR NASAL ELECTRICO BOOGY BRP004,BIBERONES Y EXTRACTORES,PANAMA,529176.13,540000,438803.31,4,90373.0,0.1708,132294.0,109701.0,0.9901051052292117,C
15140,TETERO AVENT AIRFREE 4OZ CON VALVULA ANTICOLICOS SCY670/01,BIBERONES Y EXTRACTORES,AVENT,1629862.49,1663200,1351514.2,36,278348.0,0.1708,45274.0,37542.0,0.9555761506970689,C
1351,ENTRETENEDOR SAFARY GBS 036,OTROS,PANAMA,154118.86,157995,127806.0,34,26313.0,0.1707,4533.0,3759.0,0.9976825416828352,C
15126,BACINILLA BALLENA DODOHANI GFD182,BAÑO BEBÉ (BAÑERAS Y BACINES),CHINA,3501814.81,3591200,2904479.36,56,597335.0,0.1706,62532.0,51866.0,0.8937863880138861,B
14839,TETERO 8 OZ INFAN TEC BIP 1619,BIBERONES Y EXTRACTORES,PANAMA,6177477.96,6335700,5123522.32,166,1053956.0,0.1706,37214.0,30865.0,0.8281085180300614,B
15061,BEBEDERO GATO CLHT00B-2,OTROS,MASCOTA,385188.88,395500,319464.83,7,65724.0,0.1706,55027.0,45638.0,0.9931717375112427,C
15218,DUCHA ELECTRICA BOOGY KOALA BST002,OTROS,PANAMA,165792.36,169200,137506.24,4,28286.0,0.1706,41448.0,34377.0,0.997359811233373,C
14094,CUNA MOISES MADERA BL 2306-379,MOBILIARIO INFANTIL,CHINA,953786.83,977775,791100.0,4,162687.0,0.1706,238447.0,197775.0,0.9772467117251964,C
15193,DIDACTICO UNICORNIO BOOGY 33505,OTROS,PANAMA,341559.62,348600,283319.57,15,58240.0,0.1705,22771.0,18888.0,0.9943335593066975,C
14867,CARGADOR 5 EN 1 NIÑA BOOGY 2211,OTROS,PANAMA,3066176.46,3150000,2543379.37,36,522797.0,0.1705,85172.0,70649.0,0.9044813713360682,B
15110,CORRAL GFD199,MOBILIARIO INFANTIL,CHINA,3656028.55,3740800,3032933.66,14,623095.0,0.1704,261145.0,216638.0,0.888961199014697,B
14667,TETERO ONLY 15 ONZ JS 420D,BIBERONES Y EXTRACTORES,CHINA,817400.05,844250,678183.26,80,139217.0,0.1703,10218.0,8477.0,0.9815972341442288,C
15160,CORRAL COLECHO INFAN TEC KAKI IMP 7623,MOBILIARIO INFANTIL,PANAMA,2758201.68,2815400,2288479.48,10,469722.0,0.1703,275820.0,228848.0,0.9122620219240548,B
14612,PANALERA DEELLT BL 2412+018,PAÑALES,CHINA,1539749.1099999999,1589800,1277512.45,30,262237.0,0.1703,51325.0,42584.0,0.9586795884819018,C
15195,DIDACTICO DINO BOOGY 33507,OTROS,PANAMA,318004.77,324600,263849.51,14,54155.0,0.1703,22715.0,18846.0,0.9946825880223936,C
14857,PROTECTOR DE LACTANCIA X 24 BOOGY 001,OTROS,PANAMA,3894213.77,3997800,3231343.4,343,662870.0,0.1702,11353.0,9421.0,0.8821953705141767,B
15109,CORRAL H8,MOBILIARIO INFANTIL,CHINA,2164885.9,2227200,1796365.85,8,368520.0,0.1702,270611.0,224546.0,0.9360650105141064,B
14633,LIMA ELECTRICA BEBE SA 2904+2,OTROS,CHINA,3290248.77,3373000,2730267.35,305,559981.0,0.1702,10788.0,8952.0,0.8991175900794247,B
7281,ESTUCHE ASEO BABY CARE BL 2412+108,ESTUCHES Y KITS REGALO,CHINA,7861480.18,8059200,6523743.26,252,1337737.0,0.1702,31196.0,25888.0,0.8005786664161249,B
15138,CHUPO AVENT X 2 FLUJO MEDIO SCY963/02,BIBERONES Y EXTRACTORES,AVENT,1378112.8,1406800,1143603.8699999999,36,234509.0,0.1702,38281.0,31767.0,0.9642137374396068,C
14520,ENTRETENEDOR CADENA BOOGY 21485,OTROS,PANAMA,1002673.52,1025400,832071.98,145,170602.0,0.1701,6915.0,5738.0,0.9758183750620761,C
15202,GIMNASIO PIANO BOOGY 1922,JUGUETES Y ACCESORIOS,PANAMA,508998.88,519600,422393.77,10,86605.0,0.1701,50900.0,42239.0,0.9906556052127289,C
15033,PAÃ‘ALERA GFD 119,OTROS,CHINA,3822491.77,3921500,3172370.0300000003,61,650122.0,0.1701,62664.0,52006.0,0.8839270387426481,B
10786,FLETE CLIENTE,OTROS,VARIOS,2701410.36,2772450,2242409.71,15,459001.0,0.1699,180094.0,149494.0,0.9148642834869235,B
15100,BUTACO RATTAN ECOLOGICO ARMATY,OTROS,HOGAR,101744.58,104500,84456.70999999999,11,17288.0,0.1699,9250.0,7678.0,0.9984167231141652,C
14847,SET VAJILLA BOOGY 20677,OTROS,PANAMA,2892543.58,2963800,2401104.2600000002,307,491439.0,0.1699,9422.0,7821.0,0.9079774958624554,B
15213,TETERO BOOGY 12OZ 12318,BIBERONES Y EXTRACTORES,PANAMA,169533.23,173100,140748.22,15,28785.0,0.1698,11302.0,9383.0,0.9972940236891542,C
870,ACEITE PEQUITAS X 200ML,OTROS,PEQUITAS,554002.92,565650,459924.55000000005,35,94078.0,0.1698,15829.0,13141.0,0.9891929157790167,C
14596,REPORTE DE INFORMACION 4 Q,OTROS,BELLEZA EXPRESS,3384952.88,3470086,2810506.48,1,574446.0,0.1697,3384953.0,2810506.0,0.8972567359348468,B
14845,SET LONCHERA NIÑO BOOGY 33530,OTROS,PANAMA,2077564.65,2128750,1725048.8,149,352516.0,0.1697,13943.0,11578.0,0.9384528521638273,B
15215,ASIENTO DE CARRO NINA BOOGY BCS001,OTROS,PANAMA,890028.3600000001,908800,738989.46,3,151039.0,0.1697,296676.0,246330.0,0.9795809189627602,C
15122,MOISES COLECHO A108,MOBILIARIO INFANTIL,CHINA,6461058.75,6621600,5365041.82,24,1096017.0,0.1696,269211.0,223543.0,0.8203240702324044,B
