fecha_calculo,cartera_total,inventario_total,caja_estimada,caja_es_estimada,activo_corriente,cxp_nacional_total,cxp_internacional_total,cuotas_jeison_12m,pasivo_corriente,capital_de_trabajo,razon_corriente
2026-07-21,1247623197.0,2235366974.0,701336218.0,True,4184326389.0,735327329.18,323413742.7537,619495380.0,1678236452.0,2506089937.0,2.49
