cod_interno,descripcion,categoria_producto,ultima_venta,venta_total_hist,cantidad_ultimo_trimestre,stock_actual,costo_total_inventario,dias_sin_venta,clasificacion_rotacion,promedio_venta_mensual,meses_inventario
14885,TRICICLO JIRAFA NIÑA BOOGY 2136,CAMINADORES Y MONTABLES,2026-07-06,2240800,11.0,,,12,ACTIVO,3.67,0.0
14886,TRICICLO JIRAFA NIÑO BOOGY 2137,CAMINADORES Y MONTABLES,2026-07-06,1419100,7.0,,,12,ACTIVO,2.33,0.0
14889,CAMINADOR 3 EN 1 NIÑA BOOGY 2128,CAMINADORES Y MONTABLES,2026-07-06,3641100,9.0,,,12,ACTIVO,3.0,0.0
14891,CORRAL NIÑA BOOGY 2251,MOBILIARIO INFANTIL,2026-07-07,6542300,5.0,,,11,ACTIVO,1.67,0.0
14892,CORRAL NIÑO BOOGY 2252,MOBILIARIO INFANTIL,2026-06-24,8111500,2.0,,,24,ACTIVO,0.67,0.0
14893,CORRAL CON TECHO NIÑA BOOGY 2253,MOBILIARIO INFANTIL,2026-06-18,7109200,6.0,,,30,ACTIVO,2.0,0.0
14900,CEPILLO DIENTES CONEJO DW 2542,OTROS,2026-07-09,1004400,252.0,,,9,ACTIVO,84.0,0.0
14901,CEPILLO DIENTES X 3 GFD204,OTROS,2026-07-14,1617200,165.0,,,4,ACTIVO,55.0,0.0
14902,CADENA ONLY FZ555,OTROS,2026-07-18,831000,84.0,,,0,ACTIVO,28.0,0.0
14904,LLAMADIENTES ONLY 25-46,OTROS,2026-07-03,1377600,86.0,,,15,ACTIVO,28.67,0.0
14905,CADENA ONLY C-39,OTROS,2026-07-15,1008800,133.0,,,3,ACTIVO,44.33,0.0
14906,CORTA UÑAS SIN DISEÑO 309A,OTROS,2026-07-11,333600,72.0,,,7,ACTIVO,24.0,0.0
14908,CORTA UÑAS CON DISEÑO GFD 110,OTROS,2026-07-03,747600,96.0,,,15,ACTIVO,32.0,0.0
14909,CORTA UÑAS CON DISEÑO GFD 111,OTROS,2026-07-14,442800,72.0,,,4,ACTIVO,24.0,0.0
14910,TETERO ONLY 10 OZ GFD 061,BIBERONES Y EXTRACTORES,2026-07-18,2921700,74.0,,,0,ACTIVO,24.67,0.0
14911,TETERO ONLY 10 OZ GFD 060,BIBERONES Y EXTRACTORES,2026-07-14,3360900,72.0,,,4,ACTIVO,24.0,0.0
14912,CORTA UÑAS CON DISEÑO GFD 112,OTROS,2026-07-08,582000,96.0,,,10,ACTIVO,32.0,0.0
14913,TETERO ONLY 10 OZ GFD 059,BIBERONES Y EXTRACTORES,2026-07-14,2075100,51.0,,,4,ACTIVO,17.0,0.0
14915,TETERO ONLY 11 OZ 25-72,BIBERONES Y EXTRACTORES,2026-07-17,2279700,112.0,,,1,ACTIVO,37.33,0.0
14916,TETERO ONLY 12 OZ GFD 051,BIBERONES Y EXTRACTORES,2026-07-08,2863300,91.0,,,10,ACTIVO,30.33,0.0
14918,TETERO ONLY 11 OZ GFD 050,BIBERONES Y EXTRACTORES,2026-07-17,2064800,90.0,,,1,ACTIVO,30.0,0.0
14919,KIT DE ASEO BABY CARE 5 PCS AM8801,OTROS,2026-07-18,2453900,214.0,,,0,ACTIVO,71.33,0.0
14921,SET DE ASEO GFD116,OTROS,2026-07-14,1314000,106.0,,,4,ACTIVO,35.33,0.0
14923,ASPIRADOR NASAL ONLY GFD 046,OTROS,2026-07-17,730000,80.0,,,1,ACTIVO,26.67,0.0
14925,TOALLA ANIMALES TODDLER D05167,OTROS,2026-07-10,12376500,123.0,,,8,ACTIVO,41.0,0.0
14926,COBIJA + PELUCHE D09505,JUGUETES Y ACCESORIOS,2026-07-17,8941100,81.0,,,1,ACTIVO,27.0,0.0
14927,COBIJA + PELUCHE D05473,JUGUETES Y ACCESORIOS,2026-07-17,8987100,137.0,,,1,ACTIVO,45.67,0.0
14928,TOALLA BP62176,OTROS,2026-07-06,3771700,60.0,,,12,ACTIVO,20.0,0.0
14929,TOALLA ANIMALES BEBE FAVOUR BP65164,OTROS,2026-07-17,8782300,112.0,,,1,ACTIVO,37.33,0.0
14931,DIDACTICO MADERA ANIMALES GFD129,OTROS,2026-07-07,841400,44.0,,,11,ACTIVO,14.67,0.0
14932,DIDACTICO MADERA ANIMALES GFD130,OTROS,2026-06-18,631200,47.0,,,30,ACTIVO,15.67,0.0
14933,LLAMADIENTES SONAJERO ONLY 24-68,JUGUETES Y ACCESORIOS,2026-07-17,1578400,78.0,,,1,ACTIVO,26.0,0.0
14934,DIDACTICO MADERA TABLET GFD131,OTROS,2026-07-11,678800,43.0,,,7,ACTIVO,14.33,0.0
14935,DIDACTICO MADERA DINO GFD133,OTROS,2026-07-11,179200,29.0,,,7,ACTIVO,9.67,0.0
14936,LLAMADIENTES MAGEMIOR LOT-088,OTROS,2026-06-24,522000,27.0,,,24,ACTIVO,9.0,0.0
14937,PELUCHE APEGO H168282,JUGUETES Y ACCESORIOS,2026-07-17,3795300,74.0,,,1,ACTIVO,24.67,0.0
14938,LLAMADIENTES ONLY 25-13,OTROS,2026-06-20,2108100,91.0,,,28,ACTIVO,30.33,0.0
14939,PELUCHE APEGO H168283,JUGUETES Y ACCESORIOS,2026-07-17,2735700,61.0,,,1,ACTIVO,20.33,0.0
14940,LLAMADIENTES ONLY 25-11,OTROS,2026-07-17,965300,56.0,,,1,ACTIVO,18.67,0.0
14941,JUGUETE ARMABLE PONY GFD134,JUGUETES Y ACCESORIOS,2026-07-07,2056400,69.0,,,11,ACTIVO,23.0,0.0
14942,CASCO PROTECTOR PARA BEBE GFD079,OTROS,2026-07-18,5724100,271.0,,,0,ACTIVO,90.33,0.0
14943,CORTA UÑAS ONLY GFD 033,OTROS,2026-07-17,393600,80.0,,,1,ACTIVO,26.67,0.0
14944,RODILLERA GFD087,OTROS,2026-07-17,557700,65.0,,,1,ACTIVO,21.67,0.0
14945,CORTA UÑAS ONLY FZ 11,OTROS,2026-07-14,527000,94.0,,,4,ACTIVO,31.33,0.0
14946,MEDIAS CARTERS GFD161,ROPA Y TEXTIL,2026-07-16,12095600,368.0,,,2,ACTIVO,122.67,0.0
14947,ESCOBILLON X 3 ONLY A-71,OTROS,2026-07-17,570400,35.0,,,1,ACTIVO,11.67,0.0
14948,MEDIAS CARTERS GFD162,ROPA Y TEXTIL,2026-07-16,13777200,456.0,,,2,ACTIVO,152.0,0.0
14949,PLASTICO CAMBIADOR RAYAS GFD173,OTROS,2026-06-18,1628000,115.0,,,30,ACTIVO,38.33,0.0
14951,PLASTICO CAMBIADOR DISEÑOS GFD174,OTROS,2026-07-18,3548200,240.0,,,0,ACTIVO,80.0,0.0
14953,VAJILLA SILICONA GFD 025,OTROS,2026-07-02,5566400,83.0,,,16,ACTIVO,27.67,0.0
14954,MANTILLA FOR THE BABY GFD178,OTROS,2026-07-18,2957850,59.0,,,0,ACTIVO,19.67,0.0
14955,MANTILLA FOR THE BABY GFD179,OTROS,2026-07-17,1766400,29.0,,,1,ACTIVO,9.67,0.0
14956,VAJILLA SILICONA GFD 024,OTROS,2026-07-16,4926000,97.0,,,2,ACTIVO,32.33,0.0
14957,RODILLERA X0080,OTROS,2026-07-17,1324000,187.0,,,1,ACTIVO,62.33,0.0
14958,RODILLERA ANIMALES X0135,OTROS,2026-07-14,2635500,269.0,,,4,ACTIVO,89.67,0.0
14959,RODILLERA SPORTS X0089,OTROS,2026-07-17,2025600,237.0,,,1,ACTIVO,79.0,0.0
14960,RODILLERA DINO X0128,OTROS,2026-07-15,1138200,79.0,,,3,ACTIVO,26.33,0.0
14961,BOLSA REGALO CUMPLEAÑOS BEBE 489,OTROS,2026-07-01,2374200,528.0,,,17,ACTIVO,176.0,0.0
14962,BOLSA REGALO BABY SHOWER SM1783,ESTUCHES Y KITS REGALO,2026-07-11,1971000,396.0,,,7,ACTIVO,132.0,0.0
14964,BOLSA REGALO ANIMALES 488,OTROS,2026-07-17,2196600,504.0,,,1,ACTIVO,168.0,0.0
14965,BOLSA REGALO UNICORNIO 492,OTROS,2026-07-17,2244600,516.0,,,1,ACTIVO,172.0,0.0
14967,CARGADOR AIEBAO A8816,COCHES Y PORTEO,2026-07-17,3554000,35.0,,,1,ACTIVO,11.67,0.0
14968,CARGADOR AIEBAO A8813,COCHES Y PORTEO,2026-07-14,3334100,25.0,,,4,ACTIVO,8.33,0.0
14969,CARGADOR AIEBAO A6602,COCHES Y PORTEO,2026-07-17,5815800,52.0,,,1,ACTIVO,17.33,0.0
14970,CARGADOR AIEBAO A6624,COCHES Y PORTEO,2026-07-10,4992000,20.0,,,8,ACTIVO,6.67,0.0
14971,CARGADOR AIEBAO M9901,COCHES Y PORTEO,2026-07-14,4098600,34.0,,,4,ACTIVO,11.33,0.0
14972,CARGADOR AIEBAO M9907,COCHES Y PORTEO,2026-07-18,6698100,60.0,,,0,ACTIVO,20.0,0.0
14976,ALMOHADA CERDITO GFD083,OTROS,2026-07-16,2458400,132.0,,,2,ACTIVO,44.0,0.0
14977,ALMOHADA ESTRELLA GFD084,OTROS,2026-07-17,1250800,42.0,,,1,ACTIVO,14.0,0.0
14978,ALMOHADA CONEJO GFD085,OTROS,2026-07-18,3274100,114.0,,,0,ACTIVO,38.0,0.0
14979,TETERO ONLY 11 OZ A1,BIBERONES Y EXTRACTORES,2026-07-18,5912400,360.0,,,0,ACTIVO,120.0,0.0
14980,TETERO ONLY 9 OZ A2,BIBERONES Y EXTRACTORES,2026-07-18,11666400,947.0,,,0,ACTIVO,315.67,0.0
14981,TETERO ONLY 11 OZ GFD005,BIBERONES Y EXTRACTORES,2026-07-17,4386300,176.0,,,1,ACTIVO,58.67,0.0
14982,EXTRACTOR ONLY 3 EN 1 25-25,BIBERONES Y EXTRACTORES,2026-07-17,3069000,80.0,,,1,ACTIVO,26.67,0.0
14990,VAJILLA SUCTION BOWL 904,OTROS,2026-07-17,1311600,114.0,,,1,ACTIVO,38.0,0.0
14991,CHUPO ONLY PARA TETERO 25-15,BIBERONES Y EXTRACTORES,2026-07-18,1720800,206.0,,,0,ACTIVO,68.67,0.0
15010,MESA DIDACTICA 368-48,OTROS,2026-07-14,2315400,40.0,,,4,ACTIVO,13.33,0.0
15011,TAPETE MUSICAL PIANO PEQUENO GFD 209,JUGUETES Y ACCESORIOS,2026-07-18,1861800,27.0,,,0,ACTIVO,9.0,0.0
15012,TAPETE MUSICAL PIANO GRANDE GFD 210,JUGUETES Y ACCESORIOS,2026-07-18,1443200,7.0,,,0,ACTIVO,2.33,0.0
15015,SONAJERO ALCANCIA 326-B183,JUGUETES Y ACCESORIOS,2026-07-17,1899000,42.0,,,1,ACTIVO,14.0,0.0
15017,JUGUETE ARMABLE MILITAR 8888A,JUGUETES Y ACCESORIOS,2026-07-07,1509200,53.0,,,11,ACTIVO,17.67,0.0
15018,JUGUETE ARMABLE POLICIA 6689-206A,JUGUETES Y ACCESORIOS,2026-07-07,955000,51.0,,,11,ACTIVO,17.0,0.0
15019,GIMNASIO MUSICAL PIANO 226,JUGUETES Y ACCESORIOS,2026-06-26,6381500,51.0,,,22,ACTIVO,17.0,0.0
15020,MESA DIDACTICA 2 EN 1 TIIBABY 66550,OTROS,2026-07-17,1797400,24.0,,,1,ACTIVO,8.0,0.0
15021,PELUCHE SONAJERO XQ TOY XQ362,JUGUETES Y ACCESORIOS,2026-07-17,1893600,97.0,,,1,ACTIVO,32.33,0.0
15022,PELUCHE SONAJERO BABY TOY XQ385,JUGUETES Y ACCESORIOS,2026-07-17,2401500,166.0,,,1,ACTIVO,55.33,0.0
15023,PELUCHE SONAJERO XQ TOY XQ220,JUGUETES Y ACCESORIOS,2026-07-16,1650500,52.0,,,2,ACTIVO,17.33,0.0
15024,GIMNASIO MUSICAL PIANO 1688,JUGUETES Y ACCESORIOS,2026-07-16,5868000,64.0,,,2,ACTIVO,21.33,0.0
15025,SONAJERO CON MORDEDOR BABY RATTLE X 4 KD225-148,JUGUETES Y ACCESORIOS,2026-07-18,642000,67.0,,,0,ACTIVO,22.33,0.0
15026,SONAJERO CON MORDEDOR BABY RATTLE X 4 KD225-150,JUGUETES Y ACCESORIOS,2026-07-14,709900,82.0,,,4,ACTIVO,27.33,0.0
15027,SONAJERO CON MORDEDOR BABY RATTLE X 6 KD225-106,JUGUETES Y ACCESORIOS,2026-07-16,1269300,105.0,,,2,ACTIVO,35.0,0.0
15028,SONAJERO CON MORDEDOR BABY RATTLE X 6 KD225-139,JUGUETES Y ACCESORIOS,2026-07-11,1682900,98.0,,,7,ACTIVO,32.67,0.0
15029,COHETE DE BLOQUES GFD 137,OTROS,2026-07-09,2410800,66.0,,,9,ACTIVO,22.0,0.0
15030,MESA CON BLOQUES ARMABLES GRANDE 9057,OTROS,2026-07-17,2077000,21.0,,,1,ACTIVO,7.0,0.0
15031,MESA CON BLOQUES ARMABLES PEQUENA 9062,OTROS,2026-07-06,408400,3.0,,,12,ACTIVO,1.0,0.0
15032,PAÃ‘ALERA DUOHUI GFD 118,OTROS,2026-07-16,7596800,98.0,,,2,ACTIVO,32.67,0.0
15033,PAÃ‘ALERA GFD 119,OTROS,2026-07-16,3921500,56.0,,,2,ACTIVO,18.67,0.0
15034,PAÃ‘ALERA LANE GFD 120,OTROS,2026-07-06,4973600,42.0,,,12,ACTIVO,14.0,0.0
15035,PANALERA SUNSHINE DEER GFD 122,PAÑALES,2026-07-08,3060000,43.0,,,10,ACTIVO,14.33,0.0
15036,PANALERA CON CAMBIADOR GFD 1031,PAÑALES,2026-07-17,5130000,60.0,,,1,ACTIVO,20.0,0.0
15037,PANALERA CON CAMBIADOR GFD 1006,PAÑALES,2026-07-18,5834000,61.0,,,0,ACTIVO,20.33,0.0
15038,PANALERA CON CAMBIADOR GOOD MUM GFD 8209,PAÑALES,2026-07-17,5199500,59.0,,,1,ACTIVO,19.67,0.0
15039,PANALERA CON CAMBIADOR SUNSHINE GFD 1026,PAÑALES,2026-07-16,6084000,58.0,,,2,ACTIVO,19.33,0.0
15040,PANALERA CON CAMBIADOR LAND GFD 8109,PAÑALES,2026-07-16,4480000,52.0,,,2,ACTIVO,17.33,0.0
15042,JUGUETE MASCOTA DOUGEZ CK051,JUGUETES Y ACCESORIOS,2026-07-01,17000,1.0,,,17,ACTIVO,0.33,0.0
15048,JUGUETE MASCOTA DOUGEZ CK-053,JUGUETES Y ACCESORIOS,2026-07-01,18000,1.0,,,17,ACTIVO,0.33,0.0
15052,BOLSA MASCOTA X120 KDC06,OTROS,2026-07-15,77000,4.0,,,3,ACTIVO,1.33,0.0
15053,BOLSA MASCOTA X160 001E,OTROS,2026-07-15,90000,7.0,,,3,ACTIVO,2.33,0.0
15054,TERMO MASCOTA DGZ2025-2,OTROS,2026-07-14,153500,4.0,,,4,ACTIVO,1.33,0.0
15056,COMEDERO MASCOTA DGZ2025-5,OTROS,2026-07-06,162000,9.0,,,12,ACTIVO,3.0,0.0
15057,COMEDERO MASCOTA 0230-1,OTROS,2026-06-27,84000,8.0,,,21,ACTIVO,2.67,0.0
15058,COMEDERO MASCOTA DRLS369,OTROS,2026-07-08,229500,9.0,,,10,ACTIVO,3.0,0.0
15060,COMEDERO MASCOTA GRANDE 0223-1,OTROS,2026-07-02,60000,8.0,,,16,ACTIVO,2.67,0.0
15061,BEBEDERO GATO CLHT00B-2,OTROS,2026-07-18,395500,6.0,,,0,ACTIVO,2.0,0.0
15062,BEBEDERO PARA PERRO DGZ2025-6,OTROS,2026-07-17,10500,1.0,,,1,ACTIVO,0.33,0.0
15064,BEBEDERO PARA PERRO PEQUENO DGZ2025-8,OTROS,2026-07-08,55000,9.0,,,10,ACTIVO,3.0,0.0
15067,CEPILLO MASCOTAS LG325,OTROS,2026-07-18,70800,2.0,,,0,ACTIVO,0.67,0.0
15068,ASPIRADOR NASAL ELECTRICO 25-34,OTROS,2026-07-17,4915200,159.0,,,1,ACTIVO,53.0,0.0
15069,LLAMADIENTE ONLY ABC-1,OTROS,2026-07-17,559400,50.0,,,1,ACTIVO,16.67,0.0
15070,LLAMADIENTE ONLY GFD 029,OTROS,2026-07-14,600300,55.0,,,4,ACTIVO,18.33,0.0
15071,LLAMADIENTE ONLY GFD 030,OTROS,2026-07-17,1432600,154.0,,,1,ACTIVO,51.33,0.0
15072,CORTAUNAS ONLY GFD 032,OTROS,2026-07-18,305000,86.0,,,0,ACTIVO,28.67,0.0
15073,LLAMADIENTES ONLY GFD 034,OTROS,2026-07-17,1415300,106.0,,,1,ACTIVO,35.33,0.0
15074,LLAMADIENTES ONLY YG-1,OTROS,2026-07-08,213200,37.0,,,10,ACTIVO,12.33,0.0
15075,LLAMADIENTES ONLY GFD 038,OTROS,2026-07-17,745700,75.0,,,1,ACTIVO,25.0,0.0
15076,LLAMADIENTES ONLY GFD 039,OTROS,2026-07-16,613300,57.0,,,2,ACTIVO,19.0,0.0
15077,LLAMADIENTES GFD 040,OTROS,2026-07-17,697400,102.0,,,1,ACTIVO,34.0,0.0
15078,LLAMADIENTE MAGEMIOR GFD 042,OTROS,2026-07-15,527500,93.0,,,3,ACTIVO,31.0,0.0
15079,TETERO ONLY 13 OZ GFD 049,BIBERONES Y EXTRACTORES,2026-07-15,3719800,259.0,,,3,ACTIVO,86.33,0.0
15080,TETERO ONLY 10 OZ GFD 052,BIBERONES Y EXTRACTORES,2026-07-09,2735200,167.0,,,9,ACTIVO,55.67,0.0
15081,TETERO ONLY 12 OZ GFD 054,BIBERONES Y EXTRACTORES,2026-07-15,1675800,97.0,,,3,ACTIVO,32.33,0.0
15082,TETERO ONLY 11 OZ GFD 055,BIBERONES Y EXTRACTORES,2026-07-01,734300,35.0,,,17,ACTIVO,11.67,0.0
15083,TETERO ONLY 11 OZ GFD 056,BIBERONES Y EXTRACTORES,2026-07-17,2406000,154.0,,,1,ACTIVO,51.33,0.0
15084,TETERO ONLY10 OZ 1032,BIBERONES Y EXTRACTORES,2026-07-17,1231500,57.0,,,1,ACTIVO,19.0,0.0
15085,TETERO ONLY 11 OZ GFD 058,BIBERONES Y EXTRACTORES,2026-07-15,1108000,79.0,,,3,ACTIVO,26.33,0.0
15086,TETERO ONLY 11 OZ GFD 062,BIBERONES Y EXTRACTORES,2026-07-03,207000,18.0,,,15,ACTIVO,6.0,0.0
15087,TETERO SILICONA ONLY 12 OZ GFD 064,BIBERONES Y EXTRACTORES,2026-07-18,3686000,176.0,,,0,ACTIVO,58.67,0.0
15088,VASO ONLY 11 OZ GFD 065,OTROS,2026-07-17,2214200,214.0,,,1,ACTIVO,71.33,0.0
15090,COCHE PASEADOR 105,CAMINADORES Y MONTABLES,2026-07-17,10767600,51.0,,,1,ACTIVO,17.0,0.0
15092,PANALERA GANEN GFD 121,PAÑALES,2026-07-06,2755600,46.0,,,12,ACTIVO,15.33,0.0
15093,MESA CON BLOQUES ARMABLES GRANDE 9060,OTROS,2026-07-11,1597000,15.0,,,7,ACTIVO,5.0,0.0
15094,MESA CON BLOQUES ARMABLES PEQUENA 9063,OTROS,2026-07-06,288400,1.0,,,12,ACTIVO,0.33,0.0
15097,BABITAS GERBER X6 GFD 160,ALIMENTACIÓN INFANTIL,2026-07-17,2216300,209.0,,,1,ACTIVO,69.67,0.0
15098,BABITAS GERBER X8 GFD 159,ALIMENTACIÓN INFANTIL,2026-07-08,1979500,121.0,,,10,ACTIVO,40.33,0.0
15100,BUTACO RATTAN ECOLOGICO ARMATY,OTROS,2026-07-11,104500,8.0,,,7,ACTIVO,2.67,0.0
15104,ESTANTE ORGANIZADOR 3 PUESTOS HOGAR ARMATY,OTROS,2026-07-06,69800,1.0,,,12,ACTIVO,0.33,0.0
15110,CORRAL GFD199,MOBILIARIO INFANTIL,2026-07-09,3740800,14.0,,,9,ACTIVO,4.67,0.0
15113,CORRAL DINO COOL BABY KDD06,MOBILIARIO INFANTIL,2026-06-26,4458400,13.0,,,22,ACTIVO,4.33,0.0
15114,CORRAL COOL BABY KDDP961,MOBILIARIO INFANTIL,2026-07-09,9603200,24.0,,,9,ACTIVO,8.0,0.0
15115,CORRAL NEXT TO ME 828PRO,MOBILIARIO INFANTIL,2026-06-18,4814400,12.0,,,30,ACTIVO,4.0,0.0
15116,CORRAL CON TECHO 930M3,MOBILIARIO INFANTIL,2026-06-20,5174400,16.0,,,28,ACTIVO,5.33,0.0
15117,COCHE MALETA POPYPAPA C9,COCHES Y PORTEO,2026-07-17,2708800,9.0,,,1,ACTIVO,3.0,0.0
15118,COCHE MALETA POPYPAPA C8,COCHES Y PORTEO,2026-07-17,4895000,17.0,,,1,ACTIVO,5.67,0.0
15119,COCHE PASEADOR POPYPAPA 808D,CAMINADORES Y MONTABLES,2026-07-17,3331800,25.0,,,1,ACTIVO,8.33,0.0
15120,COCHE MOISES POPYPAPA V8,MOBILIARIO INFANTIL,2026-07-17,9038400,22.0,,,1,ACTIVO,7.33,0.0
15121,CAMINADOR 3 EN 1 SH-611T,CAMINADORES Y MONTABLES,2026-07-17,4460800,29.0,,,1,ACTIVO,9.67,0.0
15122,MOISES COLECHO A108,MOBILIARIO INFANTIL,2026-07-06,6621600,24.0,,,12,ACTIVO,8.0,0.0
15123,MOISES COLECHO GFD212,MOBILIARIO INFANTIL,2026-07-06,3737600,14.0,,,12,ACTIVO,4.67,0.0
15124,REDUCTOR DE BANO ESCALERA CHILDRENS 3100,OTROS,2026-07-14,1614800,28.0,,,4,ACTIVO,9.33,0.0
15125,REDUCTOR DE BANO ESCALERA GFD181,OTROS,2026-07-16,6299800,94.0,,,2,ACTIVO,31.33,0.0
15126,BACINILLA BALLENA DODOHANI GFD182,BAÑO BEBÉ (BAÑERAS Y BACINES),2026-06-18,3591200,56.0,,,30,ACTIVO,18.67,0.0
15127,BANERA PLEGABLE GFD186,BAÑO BEBÉ (BAÑERAS Y BACINES),2026-07-17,5218800,54.0,,,1,ACTIVO,18.0,0.0
15128,BANERA PLEGABLE GFD187,BAÑO BEBÉ (BAÑERAS Y BACINES),2026-07-17,2809200,30.0,,,1,ACTIVO,10.0,0.0
15129,BANERA PLEGABLE GFD188,BAÑO BEBÉ (BAÑERAS Y BACINES),2026-07-16,5212600,42.0,,,2,ACTIVO,14.0,0.0
15131,CARGADOR FULAR TELA JD08,OTROS,2026-07-17,3964000,80.0,,,1,ACTIVO,26.67,0.0
15132,GAVETERO PORTOFINO 3 NIVELES ARMATY,OTROS,2026-06-20,556000,4.0,,,28,ACTIVO,1.33,0.0
15133,SET RECIEN NACIDO AVENT NATURAL X 4 SCD837/12,OTROS,2026-07-17,1838400,12.0,,,1,ACTIVO,4.0,0.0
15134,SET RECIEN NACIDO AVENT NATURAL X 6 SCD838/11,OTROS,2026-06-27,642600,3.0,,,21,ACTIVO,1.0,0.0
15135,TETERO AVENT NATURAL 4OZ SCY900/01,BIBERONES Y EXTRACTORES,2026-07-18,3073000,70.0,,,0,ACTIVO,23.33,0.0
15136,TETERO AVENT NATURAL 9OZ SCY903/01,BIBERONES Y EXTRACTORES,2026-07-18,1453900,31.0,,,0,ACTIVO,10.33,0.0
15137,TETERO AVENT NATURAL 11OZ SCY906/01,BIBERONES Y EXTRACTORES,2026-07-18,2711900,47.0,,,0,ACTIVO,15.67,0.0
15138,CHUPO AVENT X 2 FLUJO MEDIO SCY963/02,BIBERONES Y EXTRACTORES,2026-07-06,1406800,36.0,,,12,ACTIVO,12.0,0.0
15139,CHUPO AVENT X 2 FLUJO ESPESOS SCY966/02,BIBERONES Y EXTRACTORES,2026-07-08,1416400,36.0,,,10,ACTIVO,12.0,0.0
15140,TETERO AVENT AIRFREE 4OZ CON VALVULA ANTICOLICOS SCY670/01,BIBERONES Y EXTRACTORES,2026-07-08,1663200,36.0,,,10,ACTIVO,12.0,0.0
15141,TETERO AVENT NATURAL 9OZ ROSADO SCY903/11,BIBERONES Y EXTRACTORES,2026-06-30,607200,12.0,,,18,ACTIVO,4.0,0.0
15142,TETERO AVENT NATURAL 9OZ AZUL SCY903/21,BIBERONES Y EXTRACTORES,2026-07-08,604600,12.0,,,10,ACTIVO,4.0,0.0
15143,ENTRETENEDOR AVENT X 2 SCF085/58,OTROS,2026-07-08,1056000,24.0,,,10,ACTIVO,8.0,0.0
15144,TETERO AVENT NATURAL 4OZ X 2 SCY900/02,BIBERONES Y EXTRACTORES,2026-07-14,699000,10.0,,,4,ACTIVO,3.33,0.0
15145,TETERO AVENT NATURAL 9OZ X 2 SCY903/02,BIBERONES Y EXTRACTORES,2026-07-14,883300,11.0,,,4,ACTIVO,3.67,0.0
15146,TETERO AVENT 9OZ ELEFANTE CON VALVULA ANTICOLICO SCY673/81,BIBERONES Y EXTRACTORES,2026-07-02,714000,12.0,,,16,ACTIVO,4.0,0.0
15147,TETERO AVENT 9OZ OSO CON VALVULA ANTICOLICO SCY673/82,BIBERONES Y EXTRACTORES,2026-07-02,714000,12.0,,,16,ACTIVO,4.0,0.0
15148,TETERO INFAN TEC 12 OZ BIP 1620,BIBERONES Y EXTRACTORES,2026-07-16,219600,18.0,,,2,ACTIVO,6.0,0.0
15149,VASO INFANTEC 7 OZ BIP 1652,OTROS,2026-07-17,614400,48.0,,,1,ACTIVO,16.0,0.0
15150,TETERO INFANTEC 10 OZ BIP 1694,BIBERONES Y EXTRACTORES,2026-07-17,397500,38.0,,,1,ACTIVO,12.67,0.0
15151,BABITAS INFANTEC X 8 BIP 8353,OTROS,2026-07-18,906600,90.0,,,0,ACTIVO,30.0,0.0
15152,PLASTICO CAMBIADOR INFANTEC BIP 8357,OTROS,2026-07-18,1315600,122.0,,,0,ACTIVO,40.67,0.0
15154,SILLA MECEDORA INFANTEC NINA IMP 7089,MOBILIARIO INFANTIL,2026-07-06,200000,1.0,,,12,ACTIVO,0.33,0.0
15155,SCOOTER 4 EN 1 INFAN TEC IMP 7252,OTROS,2026-07-18,2083200,9.0,,,0,ACTIVO,3.0,0.0
15156,SILLA COMEDOR INFANTEC IMP 7321,MOBILIARIO INFANTIL,2026-07-18,490000,2.0,,,0,ACTIVO,0.67,0.0
15157,SILLA COMEDOR INFANTEC IMP 7327,MOBILIARIO INFANTIL,2026-06-24,1232000,6.0,,,24,ACTIVO,2.0,0.0
15158,MESA DIDACTICA INFANTEC IMP 7593,OTROS,2026-07-01,133500,1.0,,,17,ACTIVO,0.33,0.0
15159,CORRAL COLECHO INFANTEC ROSA IMP 7619,MOBILIARIO INFANTIL,2026-07-10,2772400,10.0,,,8,ACTIVO,3.33,0.0
15160,CORRAL COLECHO INFAN TEC KAKI IMP 7623,MOBILIARIO INFANTIL,2026-07-10,2815400,10.0,,,8,ACTIVO,3.33,0.0
15161,TAPETE PLEGABLE INFANTEC IMP 7798,JUGUETES Y ACCESORIOS,2026-07-17,5354000,100.0,,,1,ACTIVO,33.33,0.0
15162,CORRAL COLECHO INFANTEC GRIS IMP 7799,MOBILIARIO INFANTIL,2026-07-17,3988600,14.0,,,1,ACTIVO,4.67,0.0
15163,CORRAL COLECHO INFANTEC AZUL IMP 7800,MOBILIARIO INFANTIL,2026-07-10,1403600,5.0,,,8,ACTIVO,1.67,0.0
15164,CORRAL COLECHO INFANTEC VERDE IMP 7801,MOBILIARIO INFANTIL,2026-06-26,1345600,5.0,,,22,ACTIVO,1.67,0.0
15165,PROTECTOR DE LANTANCIA X 50 IMP 7961,OTROS,2026-07-10,587400,38.0,,,8,ACTIVO,12.67,0.0
15166,TETERO BOOGY 12 OZ BB3001,BIBERONES Y EXTRACTORES,2026-07-16,307500,21.0,,,2,ACTIVO,7.0,0.0
15167,TETERO BOOGY 12 OZ BB3007,BIBERONES Y EXTRACTORES,2026-07-17,881000,66.0,,,1,ACTIVO,22.0,0.0
15168,TETERO BOOGY 8 OZ BB3008,BIBERONES Y EXTRACTORES,2026-07-18,917400,78.0,,,0,ACTIVO,26.0,0.0
