cod_interno,descripcion,categoria_producto,ultima_venta,venta_total_hist,cantidad_ultimo_trimestre,stock_actual,costo_total_inventario,dias_sin_venta,clasificacion_rotacion,promedio_venta_mensual,meses_inventario
13338,MANTILLA AL-YASEEN AH02-219,OTROS,2024-06-29,91920,0.0,,,749,MUERTO,0.0,
13342,CHAQUETA PIEL DE DURAZNO J Y M MADR,OTROS,2024-07-06,34000,0.0,,,742,MUERTO,0.0,
13346,CHAQUETA CREACION CELESTE MADR,OTROS,2024-07-06,31000,0.0,,,742,MUERTO,0.0,
13357,BODY THOMAS KIDS MADR,ROPA Y TEXTIL,2024-08-06,36000,0.0,,,711,MUERTO,0.0,
13365,CONJUNTO JANEL 118,OTROS,2024-07-06,13000,0.0,,,742,MUERTO,0.0,
13368,CONJUNTO JANEL 296,OTROS,2024-07-06,44000,0.0,,,742,MUERTO,0.0,
13369,CONJUNTO JANEL 180,OTROS,2024-07-06,17000,0.0,,,742,MUERTO,0.0,
13370,BABERO X 3 JANEL 1230,ROPA Y TEXTIL,2024-07-06,12000,0.0,,,742,MUERTO,0.0,
13371,CONJUNTO PUPPY 2609,OTROS,2024-07-06,39800,0.0,,,742,MUERTO,0.0,
13372,CONJUNTO AVALON 1063,OTROS,2024-07-06,79900,0.0,,,742,MUERTO,0.0,
13374,CONJUNTO BABY COMPANY B 100016,OTROS,2024-07-06,52110,0.0,,,742,MUERTO,0.0,
13377,CONJUNTO BABY COMPANY K 100038-1,OTROS,2024-07-06,118620,0.0,,,742,MUERTO,0.0,
13378,CONJUNTO MARIA TIRITAS B 200012,OTROS,2024-07-06,102420,0.0,,,742,MUERTO,0.0,
13381,CONJUNTO MARIA TIRITAS B 200026,OTROS,2024-07-06,37710,0.0,,,742,MUERTO,0.0,
13382,BRAGA NINA CATAS 35005,OTROS,2024-07-06,115800,0.0,,,742,MUERTO,0.0,
13383,CONJUNTO CATAS NINA 34013,OTROS,2024-08-06,289500,0.0,,,711,MUERTO,0.0,
13384,CONJUNTO CATAS NINA 31026,OTROS,2024-08-06,347400,0.0,,,711,MUERTO,0.0,
13385,CONJUNTO BERMUDA AMEN MILITAR 40036,OTROS,2024-07-06,107800,0.0,,,742,MUERTO,0.0,
13386,CONJUNTO JEAN AMEN 60025,OTROS,2024-08-06,223600,0.0,,,711,MUERTO,0.0,
13387,CONJUNTO MELAITOS 0138,OTROS,2024-07-06,53800,0.0,,,742,MUERTO,0.0,
13388,PIJAMA DOI MANGA LARGA,ROPA Y TEXTIL,2024-08-06,104300,0.0,,,711,MUERTO,0.0,
13392,PISCINA BESTWAY 51121,OTROS,2024-07-04,108960,0.0,,,744,MUERTO,0.0,
13393,PISCINA INTEX 56483,OTROS,2024-07-04,151913,0.0,,,744,MUERTO,0.0,
13394,PISCINA INTEX 56490,OTROS,2024-07-04,148512,0.0,,,744,MUERTO,0.0,
13397,PISCINA INTEX 57113,OTROS,2024-07-04,71813,0.0,,,744,MUERTO,0.0,
13398,PISCINA INTEX 57166,OTROS,2024-07-04,159972,0.0,,,744,MUERTO,0.0,
13400,PISCINA INTEX 58426,OTROS,2024-07-04,40063,0.0,,,744,MUERTO,0.0,
13401,PISCINA INTEX 58431,OTROS,2025-03-19,853559,0.0,,,486,MUERTO,0.0,
13409,VASO BOOGY 19553,OTROS,2024-08-10,32185,0.0,,,707,MUERTO,0.0,
13410,VASO BOOGY 19389,OTROS,2024-07-04,6703,0.0,,,744,MUERTO,0.0,
13411,VASO BOOGY 19393,OTROS,2024-12-17,909413,0.0,,,578,MUERTO,0.0,
13413,PLATO BOOGY 19634,OTROS,2024-07-04,6090,0.0,,,744,MUERTO,0.0,
13415,TETERO 15 OZ BOOGY 20908,BIBERONES Y EXTRACTORES,2024-08-20,1812870,0.0,,,697,MUERTO,0.0,
13416,TETERO BOOGY 20111,BIBERONES Y EXTRACTORES,2024-08-10,24916,0.0,,,707,MUERTO,0.0,
13417,TETERO BOOGY 20948,BIBERONES Y EXTRACTORES,2024-07-04,13305,0.0,,,744,MUERTO,0.0,
13438,TETERO 15 OZ BOOGY 21467,BIBERONES Y EXTRACTORES,2025-02-11,2977000,0.0,,,522,MUERTO,0.0,
13444,CORTAUNAS BOOGY 21420,OTROS,2024-07-04,9045,0.0,,,744,MUERTO,0.0,
13451,PLASTICO CAMBIADOR BOOGY 21456,OTROS,2024-11-02,1954095,0.0,,,623,MUERTO,0.0,
13456,TETERO 12 OZ BOOGY 21466,BIBERONES Y EXTRACTORES,2026-04-15,5193800,0.0,,,94,MUERTO,0.0,
13457,VASO 8 OZ BOOGY 21469,OTROS,2025-04-22,1515010,0.0,,,452,MUERTO,0.0,
13459,PRIMER MUDA BEBECITOS LULU,OTROS,2024-07-06,18500,0.0,,,742,MUERTO,0.0,
13460,PIJAMA ENTERIZA BEBECITOS LULU,ROPA Y TEXTIL,2024-08-06,124000,0.0,,,711,MUERTO,0.0,
13461,RUANA BEBECITOS LULU,OTROS,2024-07-06,17000,0.0,,,742,MUERTO,0.0,
13465,BABERO BEBECITOS LULU,ROPA Y TEXTIL,2024-07-06,3000,0.0,,,742,MUERTO,0.0,
13468,PANAL CONTENT XL X 9,PAÑALES,2025-01-10,2228240,0.0,,,554,MUERTO,0.0,
13474,PISCINA PELOTAS BESTWAY 52266,OTROS,2024-07-04,71360,0.0,,,744,MUERTO,0.0,
13476,PISCINA BESTWAY 51145,OTROS,2024-12-09,1060520,0.0,,,586,MUERTO,0.0,
13477,PISCINA BESTWAY 52489,OTROS,2024-07-04,68400,0.0,,,744,MUERTO,0.0,
13480,PISCINA BESTWAY 51144,OTROS,2025-01-21,1134120,0.0,,,543,MUERTO,0.0,
13482,PISCINA BESTWAY 54066,OTROS,2024-07-04,125736,0.0,,,744,MUERTO,0.0,
13483,PISCINA BESTWAY 53097,OTROS,2024-07-04,178992,0.0,,,744,MUERTO,0.0,
13484,PISCINA BESTWAY 53067,OTROS,2024-07-04,168088,0.0,,,744,MUERTO,0.0,
13490,GAFAS BESTWAY 21080,OTROS,2024-07-04,6320,0.0,,,744,MUERTO,0.0,
13491,FLOTADOR BESTWAY 36084,OTROS,2024-07-04,10880,0.0,,,744,MUERTO,0.0,
13493,FLOTADOR BESTWAY 42047,OTROS,2024-07-04,29600,0.0,,,744,MUERTO,0.0,
13497,FLOTADOR BESTWAY 91083,OTROS,2024-08-10,165120,0.0,,,707,MUERTO,0.0,
13505,CORRAL BEBESITOS BS 1100 - 533,MOBILIARIO INFANTIL,2024-07-04,296450,0.0,,,744,MUERTO,0.0,
13508,CORRAL BEBESITOS BS 1100 - 537,MOBILIARIO INFANTIL,2024-07-04,296450,0.0,,,744,MUERTO,0.0,
13510,CORRAL BEBESITOS BS 1100 - 539,MOBILIARIO INFANTIL,2024-08-16,1746450,0.0,,,701,MUERTO,0.0,
13511,CORRAL BEBESITOS BS 1100 - 542,MOBILIARIO INFANTIL,2024-08-14,1166450,0.0,,,703,MUERTO,0.0,
13513,CORRAL BEBESITOS BS 1100 - 544,MOBILIARIO INFANTIL,2025-03-04,1456450,0.0,,,501,MUERTO,0.0,
13515,CORRAL BEBESITOS BS 1100 - 547,MOBILIARIO INFANTIL,2024-07-04,293143,0.0,,,744,MUERTO,0.0,
13516,CORRAL BEBESITOS BS 1100 - 548,MOBILIARIO INFANTIL,2024-08-24,2340943,0.0,,,693,MUERTO,0.0,
13530,CORRAL BEBESITOS ST 3700 - 556,MOBILIARIO INFANTIL,2024-10-28,4556286,0.0,,,628,MUERTO,0.0,
13535,CORRAL BEBESITOS ROMA 1,MOBILIARIO INFANTIL,2024-08-06,922900,0.0,,,711,MUERTO,0.0,
13543,COMEDOR BEBESITOS NG 203,MOBILIARIO INFANTIL,2024-08-03,950000,0.0,,,714,MUERTO,0.0,
13552,COCHE SPECTRUM SPL 1403,COCHES Y PORTEO,2024-10-14,766794,0.0,,,642,MUERTO,0.0,
13553,COCHE SPECTRUM SPL 1404,COCHES Y PORTEO,2024-07-05,383397,0.0,,,743,MUERTO,0.0,
13560,COCHE SPECTRUM SPL 1503,COCHES Y PORTEO,2024-10-14,1130440,0.0,,,642,MUERTO,0.0,
13561,COCHE SPECTRUM SPL 1504,COCHES Y PORTEO,2024-07-05,565220,0.0,,,743,MUERTO,0.0,
13565,COCHE SPECTRUM SPM 1000 - 492,COCHES Y PORTEO,2024-10-14,2289160,0.0,,,642,MUERTO,0.0,
13566,COCHE SPECTRUM SPM 1000 - 518,COCHES Y PORTEO,2024-10-14,1695660,0.0,,,642,MUERTO,0.0,
13574,MEDIA NOOR PHX 129,ROPA Y TEXTIL,2024-10-12,359434,0.0,,,644,MUERTO,0.0,
13575,MEDIA NOOR PHX 133,ROPA Y TEXTIL,2024-07-05,15808,0.0,,,743,MUERTO,0.0,
13580,MEDIA NOOR PHX 134,ROPA Y TEXTIL,2024-08-10,55328,0.0,,,707,MUERTO,0.0,
13582,PANALERA INFANTEC NT 1993,PAÑALES,2024-08-10,379260,0.0,,,707,MUERTO,0.0,
13583,PANALERA INFANTEC ND 9114,PAÑALES,2024-07-05,57685,0.0,,,743,MUERTO,0.0,
13586,PANALERA INFANTEC ND 9118,PAÑALES,2025-02-26,815057,0.0,,,507,MUERTO,0.0,
13587,PANALERA INFANTEC NT 1994,PAÑALES,2026-01-29,1241100,0.0,,,170,MUERTO,0.0,
13588,TETERO NOOR NOS 180,BIBERONES Y EXTRACTORES,2024-07-05,14370,0.0,,,743,MUERTO,0.0,
13590,TETERO INFANTEC BIP 1292,BIBERONES Y EXTRACTORES,2024-07-05,10319,0.0,,,743,MUERTO,0.0,
13592,TETERO NOOR LDI 38,BIBERONES Y EXTRACTORES,2024-07-05,42636,0.0,,,743,MUERTO,0.0,
13599,TETERO INFANTEC BIP 1408,BIBERONES Y EXTRACTORES,2024-07-05,24732,0.0,,,743,MUERTO,0.0,
13605,VASO INFANTEC BIP 1349,OTROS,2024-07-05,9948,0.0,,,743,MUERTO,0.0,
13606,VASO INFANTEC BIP 1491,OTROS,2026-04-15,1195351,0.0,,,94,MUERTO,0.0,
13607,TETERO INFANTEC GB 1127,BIBERONES Y EXTRACTORES,2024-07-05,14766,0.0,,,743,MUERTO,0.0,
13608,TETERO INFANTEC GB 0577,BIBERONES Y EXTRACTORES,2024-07-05,16176,0.0,,,743,MUERTO,0.0,
13612,PORTALECHE BABY COLOR GBC 5030,ALIMENTOS Y BEBIDAS,2024-07-05,9326,0.0,,,743,MUERTO,0.0,
13616,CHUPO X 2 NOOR 3+ RVV 906,BIBERONES Y EXTRACTORES,2025-04-09,4368225,0.0,,,465,MUERTO,0.0,
13617,CHUPO X 2 NOOR 6+ RVV 907,BIBERONES Y EXTRACTORES,2025-02-22,3805534,0.0,,,511,MUERTO,0.0,
13618,CHUPO X 2 NOOR 12 + RVV 908,BIBERONES Y EXTRACTORES,2024-12-21,2521151,0.0,,,574,MUERTO,0.0,
13622,LLAMADIENTE NOOR NOS 95,OTROS,2024-08-10,31572,0.0,,,707,MUERTO,0.0,
13623,LLAMADIENTE NOOR NOS 94,OTROS,2024-08-10,18812,0.0,,,707,MUERTO,0.0,
13626,LLAMADIENTE NOOR NOS 96,OTROS,2024-08-10,67613,0.0,,,707,MUERTO,0.0,
13628,ENTRETENEDOR INFANTEC BIP 1449,OTROS,2026-02-26,566400,0.0,,,142,MUERTO,0.0,
13630,SET ASEO INFANTEC GB 1070,OTROS,2025-01-22,233729,0.0,,,542,MUERTO,0.0,
13633,ENTRETENDOR X 2 INFANTEC BIP 1147,OTROS,2024-08-10,104704,0.0,,,707,MUERTO,0.0,
13636,LLAMADIENTE INFANTEC BIP 1493,OTROS,2025-03-19,166690,0.0,,,486,MUERTO,0.0,
13638,MALLA FRUTA INFANTEC BIP 1299,OTROS,2026-01-15,429370,0.0,,,184,MUERTO,0.0,
13650,PIJAMA MONGUI 7730,ROPA Y TEXTIL,2024-07-06,28000,0.0,,,742,MUERTO,0.0,
13651,PIJAMA MONGUI 7731,ROPA Y TEXTIL,2024-07-06,28000,0.0,,,742,MUERTO,0.0,
13654,CONJUNTO MONGUI 1048,OTROS,2024-07-06,36000,0.0,,,742,MUERTO,0.0,
13656,VESTIDO MONGUI 0236,OTROS,2024-07-06,40000,0.0,,,742,MUERTO,0.0,
13658,CONJUNTO MONGUI 0512,OTROS,2024-08-06,112500,0.0,,,711,MUERTO,0.0,
13676,DIDATICO DOMINO MEBELY 7799-7A,OTROS,2024-06-29,65000,0.0,,,749,MUERTO,0.0,
13680,PASEADOR HAPPY BABY VERSO - PNK ROSADO,CAMINADORES Y MONTABLES,2025-05-08,3233000,0.0,,,436,MUERTO,0.0,
13686,COCHE HAPPY BABY DALLAS - GRY GRIS,COCHES Y PORTEO,2025-03-08,6467830,0.0,,,497,MUERTO,0.0,
13688,COCHE HAPPY BABY KLAUS - BLU AZUL,COCHES Y PORTEO,2024-06-29,227409,0.0,,,749,MUERTO,0.0,
13689,COCHE HAPPY BABY KLAUS - GRY GRIS,COCHES Y PORTEO,2024-09-28,1217227,0.0,,,658,MUERTO,0.0,
13690,COCHE HAPPY BABY KLAUS - BLK NEGRO,COCHES Y PORTEO,2024-06-29,227409,0.0,,,749,MUERTO,0.0,
13691,COCHE HAPPY BABY KLAUS - PNK ROSADO,COCHES Y PORTEO,2024-11-23,255000,0.0,,,602,MUERTO,0.0,
13692,COCHE PRIORI MALETA ARGUS PRO BLU AZUL,COCHES Y PORTEO,2024-12-31,730000,0.0,,,564,MUERTO,0.0,
13693,COCHE PRIORI MALETA ARGUS PRO PNK ROSADO,COCHES Y PORTEO,2024-10-22,1260378,0.0,,,634,MUERTO,0.0,
13694,COCHE PRIORI MALETA ARGUS PRO GRY GRIS,COCHES Y PORTEO,2024-12-31,1626254,0.0,,,564,MUERTO,0.0,
13704,COCHE CARGADOR HAPPY BABY YOU PNK ROSADO,COCHES Y PORTEO,2024-06-29,523481,0.0,,,749,MUERTO,0.0,
13724,ENTRETENEDOR MAGEMIOR LOT 082,OTROS,2024-08-07,57000,0.0,,,710,MUERTO,0.0,
13727,MALLA FRUTA ONLY FZ 62 C 1,OTROS,2025-02-26,400850,0.0,,,507,MUERTO,0.0,
13729,CHILLON X 4 SYF YY 911,OTROS,2024-10-17,30400,0.0,,,639,MUERTO,0.0,
13732,TETERO BL 2306 - 1 ONLY 11 OZ,BIBERONES Y EXTRACTORES,2025-04-22,1660688,0.0,,,452,MUERTO,0.0,
13733,TETERO BL 2306 - 2 ONLY 8 OZ,BIBERONES Y EXTRACTORES,2025-03-08,2012320,0.0,,,497,MUERTO,0.0,
13743,CONJUNTO FABY BABYS 0078,OTROS,2024-08-07,84800,0.0,,,710,MUERTO,0.0,
13744,CONJUNTO FABY BABYS 0107,OTROS,2024-06-29,21700,0.0,,,749,MUERTO,0.0,
13746,CONJUNTO FABY BABYS 0115,OTROS,2024-06-29,12000,0.0,,,749,MUERTO,0.0,
13754,LECHE SIMILAC TOTAL CONFORT 1 HMO X 820,ALIMENTACIÓN INFANTIL,2024-08-06,1196400,0.0,,,711,MUERTO,0.0,
13756,CONJUNTO KINDOS KIDS 1,OTROS,2024-10-14,1634000,0.0,,,642,MUERTO,0.0,
13757,CONJUNTO FABY BABYS 0101,OTROS,2024-06-29,25000,0.0,,,749,MUERTO,0.0,
13759,CONJUNTO MI ROPITA 733,OTROS,2024-06-29,21200,0.0,,,749,MUERTO,0.0,
13760,CONJUNTO KINDOS KIDS 2,OTROS,2024-08-06,591500,0.0,,,711,MUERTO,0.0,
13768,CONJUNTO PROBABY 3448,OTROS,2024-07-06,35000,0.0,,,742,MUERTO,0.0,
13770,COCHE PRIORI FREZZIO BRZ NEGRO,COCHES Y PORTEO,2024-12-31,4890634,0.0,,,564,MUERTO,0.0,
13771,COCHE PRIORI FREZZIO BEG BEIS,COCHES Y PORTEO,2024-12-31,1080000,0.0,,,564,MUERTO,0.0,
13772,COCHE PRIORI FREZZIO GREY GRIS,COCHES Y PORTEO,2024-09-20,2717092,0.0,,,666,MUERTO,0.0,
13773,COCHE PRIORI FREZZIO PNK ROSADO,COCHES Y PORTEO,2024-11-20,1588550,0.0,,,605,MUERTO,0.0,
13774,COCHE PRIORI PARK BLUE,COCHES Y PORTEO,2025-04-11,2281778,0.0,,,463,MUERTO,0.0,
13776,COCHE PRIORI PARK BLK NEGRO,COCHES Y PORTEO,2024-12-31,550000,0.0,,,564,MUERTO,0.0,
13779,SILLA AUTO PRIORI FOCUS BLK,COCHES Y PORTEO,2024-06-29,279888,0.0,,,749,MUERTO,0.0,
13780,COCHE PREMIUM BABY PRAGA GRY GRIS,COCHES Y PORTEO,2024-06-29,262395,0.0,,,749,MUERTO,0.0,
13781,COCHE PREMIUM BABY PRAGA BLUE,COCHES Y PORTEO,2024-06-29,262395,0.0,,,749,MUERTO,0.0,
13784,CORRAL COLECHO HAPPY BABY PRO BLK,MOBILIARIO INFANTIL,2024-06-29,244902,0.0,,,749,MUERTO,0.0,
13785,PANAL WINNY SENSITIVE 2 X 70,PAÑALES,2025-07-10,4272340,0.0,,,373,MUERTO,0.0,
13794,CONJUNTO MODA KIDS 007,OTROS,2024-07-06,39500,0.0,,,742,MUERTO,0.0,
13803,JUEGO DE PATAS X 4 TUBOS SILLA VERONA,OTROS,2025-06-12,28066150,0.0,,,401,MUERTO,0.0,
13804,JUEGO DE TUBO PRAKTICOMEDOR,MOBILIARIO INFANTIL,2025-04-30,146293245,0.0,,,444,MUERTO,0.0,
13806,TRANSPORTE TERRESTRE GIRARDOT,OTROS,2025-04-30,3400000,0.0,,,444,MUERTO,0.0,
13807,CREMA JOHNSONS AVENA X 200,CREMAS Y CUIDADO PIEL,2024-06-28,14507,0.0,,,750,MUERTO,0.0,
13809,CREMA JOHNSONS AVENA X 400,CREMAS Y CUIDADO PIEL,2024-08-07,117574,0.0,,,710,MUERTO,0.0,
13816,VASO 17 OZ BOOGY 33285,OTROS,2024-08-23,516368,0.0,,,694,MUERTO,0.0,
13817,VASO 17 OZ BOOGY 33286,OTROS,2024-12-09,736546,0.0,,,586,MUERTO,0.0,
13820,VASO 7 OZ BOOGY 20653,OTROS,2024-12-17,1545288,0.0,,,578,MUERTO,0.0,
13821,TETERO 14 OZ BOOY 21437,BIBERONES Y EXTRACTORES,2025-12-12,1948452,0.0,,,218,MUERTO,0.0,
13825,TETERO 14 OZ BOOGY 21446,BIBERONES Y EXTRACTORES,2025-02-12,4667368,0.0,,,521,MUERTO,0.0,
13827,VASO 7 OZ BOOGY 33250,OTROS,2024-08-01,500696,0.0,,,716,MUERTO,0.0,
13828,VASO 10 OZ BOOGY 33252,OTROS,2024-11-05,1147782,0.0,,,620,MUERTO,0.0,
13829,TETERO 16 OZ BOOGY 21971,BIBERONES Y EXTRACTORES,2024-09-19,2627860,0.0,,,667,MUERTO,0.0,
13835,TETERO 14 OZ BOOGY 21440,BIBERONES Y EXTRACTORES,2024-10-22,2530676,0.0,,,634,MUERTO,0.0,
13836,MAMELUCO X4 FABY BABYS 0040,OTROS,2024-06-29,16700,0.0,,,749,MUERTO,0.0,
13837,PIJAMA M C FABY BABYS 234,ROPA Y TEXTIL,2024-06-29,13500,0.0,,,749,MUERTO,0.0,
13838,PIJAMA FABY BABYS 229,ROPA Y TEXTIL,2024-08-07,67500,0.0,,,710,MUERTO,0.0,
13839,PIJAMA FABY BABYS 3658,ROPA Y TEXTIL,2024-08-07,92500,0.0,,,710,MUERTO,0.0,
13840,PIJAMA FABY BABYS 3670,ROPA Y TEXTIL,2024-06-29,55500,0.0,,,749,MUERTO,0.0,
13841,PIJAMA FABY BABYS 235,ROPA Y TEXTIL,2024-06-29,13500,0.0,,,749,MUERTO,0.0,
13842,BIENVENIDO CAJA MI ROPITA 741,ALIMENTACIÓN INFANTIL,2024-06-29,37000,0.0,,,749,MUERTO,0.0,
13845,TETERO 9 OZ INFANTEC BIP 1029,BIBERONES Y EXTRACTORES,2024-07-05,6151,0.0,,,743,MUERTO,0.0,
13846,VASO 10 OZ INFANTEC BIP 1198,OTROS,2025-12-03,1155064,0.0,,,227,MUERTO,0.0,
13848,TETERO INFANTEC BIP 1385,BIBERONES Y EXTRACTORES,2024-08-10,25284,0.0,,,707,MUERTO,0.0,
13849,TETERO 12 OZ INFANTEC BIP 1411,BIBERONES Y EXTRACTORES,2024-07-05,29067,0.0,,,743,MUERTO,0.0,
13853,TETERO 15 OZ INFANTEC BIP 1495,BIBERONES Y EXTRACTORES,2026-03-11,1617402,0.0,,,129,MUERTO,0.0,
13858,VASO INFANTEC BIP 1522,OTROS,2026-03-02,983408,0.0,,,138,MUERTO,0.0,
13859,ENTRETENEDOR INFANTEC BIP 1525,OTROS,2026-02-23,532422,0.0,,,145,MUERTO,0.0,
13861,TETERO 9 OZ INFANTEC GB 0919,BIBERONES Y EXTRACTORES,2025-03-10,992270,0.0,,,495,MUERTO,0.0,
13871,TETERO 15 OZ BOOGY 21460,BIBERONES Y EXTRACTORES,2025-03-04,4917650,0.0,,,501,MUERTO,0.0,
13873,TETERO 10 OZ BOOGY 21961,BIBERONES Y EXTRACTORES,2025-02-13,3054123,0.0,,,520,MUERTO,0.0,
13874,TETERO 10 OZ BOOGY 21962,BIBERONES Y EXTRACTORES,2025-12-03,2557883,0.0,,,227,MUERTO,0.0,
13875,EXTRACTOR BOOGY 33266,BIBERONES Y EXTRACTORES,2024-08-10,72486,0.0,,,707,MUERTO,0.0,
13889,PANAL ECOLOGICO BOOGY 33278,PAÑALES,2025-04-08,3415185,0.0,,,466,MUERTO,0.0,
13890,PANAL ECOLOGICO BOOGY 33277,PAÑALES,2025-04-08,3411460,0.0,,,466,MUERTO,0.0,
13903,SUDADERA MARTINAS 193,OTROS,2024-07-06,40500,0.0,,,742,MUERTO,0.0,
13908,BRAGA MARTINAS 229,OTROS,2024-07-06,49500,0.0,,,742,MUERTO,0.0,
13914,BIENVENIDO CAJA MI ROPITA 123,ALIMENTACIÓN INFANTIL,2024-06-29,18500,0.0,,,749,MUERTO,0.0,
13917,CONJUNTO FABY BABYS 0109,OTROS,2024-08-07,84800,0.0,,,710,MUERTO,0.0,
13919,CONJUNTO MI ROPITA 734,OTROS,2024-06-29,42400,0.0,,,749,MUERTO,0.0,
13922,CONJUNTO FABY BABYS 0113,OTROS,2024-06-29,12000,0.0,,,749,MUERTO,0.0,
13923,CONJUNTO FABU BABYS 600,OTROS,2024-07-06,63600,0.0,,,742,MUERTO,0.0,
13927,CONJUNTO FABY BABYS 0137,OTROS,2024-06-29,24000,0.0,,,749,MUERTO,0.0,
13931,PIJAMA ENTERIZO PANDA M Y M,ROPA Y TEXTIL,2024-08-07,204000,0.0,,,710,MUERTO,0.0,
13939,CONJUNTO MI ROPITA 735,OTROS,2024-08-07,106000,0.0,,,710,MUERTO,0.0,
13947,PIJAMA FABY BABYS 236,ROPA Y TEXTIL,2024-06-29,13500,0.0,,,749,MUERTO,0.0,
13948,CONJUNTO MI ROPITA 731,OTROS,2024-08-07,84800,0.0,,,710,MUERTO,0.0,
13949,CONJUNTO FABY BABYS 0124,OTROS,2024-08-07,48000,0.0,,,710,MUERTO,0.0,
13950,CONJUNTO FABY BABYS 0110,OTROS,2024-06-29,42400,0.0,,,749,MUERTO,0.0,
13953,PIJAMA FABY BABYS 237,ROPA Y TEXTIL,2024-06-29,13500,0.0,,,749,MUERTO,0.0,
13954,PIJAMA FABY BABYS 238,ROPA Y TEXTIL,2024-08-07,94500,0.0,,,710,MUERTO,0.0,
13955,CONJUNTO MI ROPITA 738,OTROS,2024-06-29,24000,0.0,,,749,MUERTO,0.0,
13963,COMEDOR MECEDOR MAMI LOVE AFRICA BLUE,MOBILIARIO INFANTIL,2024-06-29,134113,0.0,,,749,MUERTO,0.0,
13967,COCHE HAPPY BABY FAST PINK ROSADO,COCHES Y PORTEO,2024-06-29,408170,0.0,,,749,MUERTO,0.0,
13968,SILLA AUTO PRIORI ZEN GRY GRIS,COCHES Y PORTEO,2024-06-29,306127,0.0,,,749,MUERTO,0.0,
13969,SILLA AUTO PRIORI ZEN PNK ROSADA,COCHES Y PORTEO,2024-08-23,1530635,0.0,,,694,MUERTO,0.0,
13970,SILLA AUTO PRIORI ZEN BLK NEGRO,COCHES Y PORTEO,2024-06-29,306127,0.0,,,749,MUERTO,0.0,
13974,COCHE PRIORI MAVERICK4 GRAY-BLACK,COCHES Y PORTEO,2024-12-31,884000,0.0,,,564,MUERTO,0.0,
13975,COCHE PRIORI MAVERICK4 BLACK-GRAY,COCHES Y PORTEO,2024-12-31,1281965,0.0,,,564,MUERTO,0.0,
13976,COCHE PREMIUM BABY ASTON BLKL LINEAS,COCHES Y PORTEO,2024-06-29,524790,0.0,,,749,MUERTO,0.0,
13978,COCHE PREMIUM BABY ASTON SILB PLATA,COCHES Y PORTEO,2024-06-29,524790,0.0,,,749,MUERTO,0.0,
13980,CONJUNTO FABY BABYS 0082,OTROS,2024-06-29,21200,0.0,,,749,MUERTO,0.0,
13981,CONJUNTO MI ROPITA 730,OTROS,2024-06-29,42400,0.0,,,749,MUERTO,0.0,
13984,SEMANARIO FABY BABYS 0054,OTROS,2024-08-07,144000,0.0,,,710,MUERTO,0.0,
13996,PIJAMA FABY BABYS 240,ROPA Y TEXTIL,2024-06-29,40500,0.0,,,749,MUERTO,0.0,
13997,PIJAMA FABY BABYS 222,ROPA Y TEXTIL,2024-08-07,94500,0.0,,,710,MUERTO,0.0,
13999,CONJUNTO FABY BABYS 0145,OTROS,2024-06-29,30000,0.0,,,749,MUERTO,0.0,
14005,LECHE SIMILAC HMO 2 X 1800,ALIMENTACIÓN INFANTIL,2024-08-06,675800,0.0,,,711,MUERTO,0.0,
14008,COCHE PORTABEBE PRIORI FREZZIO BLACK NEGRO,COCHES Y PORTEO,2024-12-31,4807235,0.0,,,564,MUERTO,0.0,
14018,BOLSA DE LECHE MATERNA ONLY X 30 BL 2306-12,CUIDADO FEMENINO Y MATERNIDAD,2024-11-18,8568722,0.0,,,607,MUERTO,0.0,
14019,CHUPO REPUESTO NATURAL BL 2306-13,BIBERONES Y EXTRACTORES,2024-09-04,2915734,0.0,,,682,MUERTO,0.0,
14036,MALLA FRUTA ONLY BL 2306-37,OTROS,2024-10-14,1893458,0.0,,,642,MUERTO,0.0,
14037,MALLA FRUTA ONLY BL 2306-38,OTROS,2025-04-08,3361944,0.0,,,466,MUERTO,0.0,
14039,ENTRETENEDOR ONLY BL 2306-41,OTROS,2025-05-01,3357146,0.0,,,443,MUERTO,0.0,
14044,PANALERA BL 2306-81,PAÑALES,2024-06-29,72792,0.0,,,749,MUERTO,0.0,
14045,PANALERA SYLLABLE BL 2306-82,PAÑALES,2025-02-27,6449320,0.0,,,506,MUERTO,0.0,
14046,PANALERA DUOHUI BL 2306-83,PAÑALES,2024-06-29,210416,0.0,,,749,MUERTO,0.0,
14047,PANALERA YOU ARE BL 2306-84,PAÑALES,2025-12-03,346054,0.0,,,227,MUERTO,0.0,
14048,PANALERA CUNA BL 2306-85,PAÑALES,2025-04-11,13234540,0.0,,,463,MUERTO,0.0,
14049,PANALERA SUNSHINE BL 2306-86,PAÑALES,2025-02-26,12437626,0.0,,,507,MUERTO,0.0,
14050,PANALERA BABY SKY BL 2306-87,PAÑALES,2024-08-16,1510576,0.0,,,701,MUERTO,0.0,
14051,PANALERA BABY SKY BL 2306-88,PAÑALES,2024-12-05,3157415,0.0,,,590,MUERTO,0.0,
14052,PANALERA LOVE YOU BL 2306-89,PAÑALES,2024-08-07,1582232,0.0,,,710,MUERTO,0.0,
14053,PANALERA BABY SKY BL 2306-90,PAÑALES,2024-10-22,4144748,0.0,,,634,MUERTO,0.0,
14054,PANALERA DEELLT BL 2306-91,PAÑALES,2025-06-14,2176498,0.0,,,399,MUERTO,0.0,
