anio_mes,categoria_producto,venta_bruta,venta_total,costo_total,utilidad_bruta,margen_bruto_pct
2025-06,OTROS,92101720.0,89842149.0,75213724.24,14628425.0,0.1628
2025-06,PAÑALES,199049650.0,194166279.32,162551421.07,31614858.0,0.1628
2025-06,ROPA Y TEXTIL,11633750.0,11348334.260000002,9500557.23,1847777.0,0.1628
2025-06,TOALLITAS HÚMEDAS Y PAÑITOS,35190900.0,34327546.46000001,28738211.010000005,5589335.0,0.1628
2025-07,ACCESORIOS BEBÉ,8908100.0,8689553.719999999,7274689.17,1414865.0,0.1628
2025-07,ALIMENTACIÓN INFANTIL,7943500.0,7748618.67,6486960.48,1261658.0,0.1628
2025-07,ALIMENTOS Y BEBIDAS,1093400.0,1066575.19,892911.52,173664.0,0.1628
2025-07,ASEO HOGAR,9000.0,8779.2,7349.74,1429.0,0.1628
2025-07,BAÑO BEBÉ (BAÑERAS Y BACINES),44452900.0,43362317.73,36301908.22,7060410.0,0.1628
2025-07,BIBERONES Y EXTRACTORES,28417500.0,27720321.3,23206797.990000002,4513523.0,0.1628
2025-07,CAMINADORES Y MONTABLES,39372700.0,38406752.620000005,32153225.87,6253527.0,0.1628
2025-07,COCHES Y PORTEO,12695050.0,12383596.879999999,10367254.66,2016342.0,0.1628
2025-07,CREMAS Y CUIDADO PIEL,11961000.0,11667555.66,9767801.81,1899754.0,0.1628
2025-07,CUIDADO FEMENINO Y MATERNIDAD,4457800.0,4348434.890000001,3640406.8800000004,708028.0,0.1628
2025-07,ESTUCHES Y KITS REGALO,107809700.0,105164758.01,88041451.52,17123306.0,0.1628
2025-07,FARMACIA Y BOTIQUÍN,329200.0,321123.58999999997,268837.1,52286.0,0.1628
2025-07,HIGIENE PERSONAL,20422300.0,19921271.089999996,16677617.410000002,3243654.0,0.1628
2025-07,JUGUETES Y ACCESORIOS,11121350.0,10848505.09,9082112.120000001,1766393.0,0.1628
2025-07,MOBILIARIO INFANTIL,54001050.0,52676219.04,44099285.85,8576933.0,0.1628
2025-07,OTROS,70904760.0,69165223.54,57903490.64999999,11261733.0,0.1628
2025-07,PAÑALES,212930200.0,207706291.76,173886799.78,33819492.0,0.1628
2025-07,ROPA Y TEXTIL,3418500.0,3334632.53,2791675.5,542957.0,0.1628
2025-07,TOALLITAS HÚMEDAS Y PAÑITOS,64632500.0,63046843.03,52781327.58,10265515.0,0.1628
2025-10,ACCESORIOS BEBÉ,4565300.0,4448014.890000001,3806797.6900000004,641217.0,0.1442
2025-10,ALIMENTACIÓN INFANTIL,4526800.0,4410503.989999999,3774694.3,635810.0,0.1442
2025-10,ALIMENTOS Y BEBIDAS,463200.0,451300.14,386241.60000000003,65059.0,0.1442
2025-10,BAÑO BEBÉ (BAÑERAS Y BACINES),35694640.0,34777624.85,29764149.910000004,5013475.0,0.1442
2025-10,BIBERONES Y EXTRACTORES,11073350.0,10788869.48,9233566.93,1555303.0,0.1442
2025-10,CAMINADORES Y MONTABLES,33993470.0,33120158.700000003,28345620.97,4774538.0,0.1442
2025-10,COCHES Y PORTEO,5430400.0,5290889.96,4528165.53,762724.0,0.1442
2025-10,CREMAS Y CUIDADO PIEL,8361416.0,8146606.57,6972207.56,1174399.0,0.1442
2025-10,CUIDADO FEMENINO Y MATERNIDAD,2051900.0,1999185.56,1710986.8599999999,288199.0,0.1442
2025-10,ESTUCHES Y KITS REGALO,80675352.0,78602757.07,67271536.36000001,11331221.0,0.1442
2025-10,FARMACIA Y BOTIQUÍN,141800.0,138157.06999999998,118240.61000000002,19916.0,0.1442
2025-10,HIGIENE PERSONAL,7212950.0,7027645.210000001,6014553.609999999,1013092.0,0.1442
